"Country or Area","Year","Value","Value Footnotes"
"Belarus","2011","17.8","25"
"Belarus","2010","17.5","25"
"Belarus","2009","17.7","25"
"Belarus","2008","17.7","25"
"Belarus","2007","17.3","25"
"Belarus","2006","17.7","25"
"Belarus","2005","17.8","25"
"Belarus","2004","17.9","25"
"Belarus","2003","17.5","25"
"Belarus","2002","17.2","25"
"Belarus","2001","17.2","25"
"Belarus","2000","17.2","25"
"Belarus","1999","17.2","25"
"Belarus","1998","16.9","25"
"Belgium","2020","18.1","18"
"Belgium","2019","17.9","18"
"Belgium","2018","18","18"
"Belgium","2017","18.1","18"
"Belgium","2016","18.1","18"
"Belgium","2015","18.1","18"
"Belgium","2014","17.8","18"
"Belgium","2013","18","18"
"Belgium","2012","18","18"
"Belgium","2011","18","18"
"Belgium","2010","17.8","18"
"Belgium","2009","17.7","18"
"Belgium","2008","17.6","18"
"Belgium","2007","17.4","18"
"Belgium","2006","17.7","18"
"Belgium","2005","17.3","18"
"Belgium","2004","17.1","18"
"Belgium","2003","17.9","18"
"Belgium","2000","16.3","26"
"Belgium","1997","17.9","27"
"Belgium","1995","17.7","26"
"Belgium","1992","18.4","27"
"Belgium","1988","18.1","27"
"Belgium","1985","18.2","27"
"Belize","1999","12","28"
"Belize","1998","11.3","28"
"Belize","1997","10.2","28"
"Belize","1996","10.7","29"
"Belize","1994","9.8","28"
"Belize","1993","10","28"
"Benin","2018","15","30"
"Benin","2015","14.2","31"
"Benin","2011","13.4","31"
"Benin","2003","15","32"
"Bhutan","2022","17.6","33"
"Bhutan","2017","15.5","33"
"Bhutan","2012","15","33"
"Bhutan","2007","15.3","33"
"Bhutan","2003","14.2","33"
"Bolivia","2021","15.3","34"
"Bolivia","2020","14.5","34"
"Bolivia","2019","15","34"
"Bolivia","2018","15.2","34"
"Bolivia","2017","14.8","34"
"Bolivia","2016","14.7","34"
"Bolivia","2015","14.2","34"
"Bolivia","2014","13.8","34"
"Bolivia","2013","14","34"
"Bolivia","2012","14.5","34"
"Bolivia","2011","14.3","34"
"Bolivia","2009","13.9","34"
"Bolivia","2008","13.1","34"
"Bolivia","2007","11.8","34"
"Bolivia","2006","11.3","34"
"Bolivia","2005","10.8","34"
"Bolivia","2004","11.4","35"
"Bolivia","2002","11","34"
"Bolivia","2001","11.6","34"
"Bolivia","2000","10.7","35"
"Bolivia","1999","11.7","35"
"Bolivia","1997","11.1","36"
"Bosnia and Herzegovina","2011","16.7","1"
"Bosnia and Herzegovina","2007","16.6","1"
"Bosnia and Herzegovina","2004","16.3","2"
"Bosnia and Herzegovina","2001","17","2"
"Botswana","2015","11.1","37"
"Botswana","2009","9.5","38"
"Botswana","2002","7.8","22"
"Botswana","1993","9.8","39"
"Botswana","1985","11.4","39"
"Brazil","2021","12.1","40"
"Brazil","2020","12.9","40"
"Brazil","2019","12.2","41"
"Brazil","2018","12","41"
"Brazil","2017","12.1","41"
"Brazil","2016","12.1","41"
"Brazil","2015","12.4","41"
"Brazil","2014","12.3","41"
"Brazil","2013","12.2","41"
"Brazil","2012","12","41"
"Brazil","2011","12.2","42"
"Brazil","2009","11.9","42"
"Brazil","2008","11.8","42"
"Brazil","2007","11.6","42"
"Brazil","2006","11.2","42"
"Brazil","2005","11.1","42"
"Brazil","2004","11","42"
"Brazil","2003","10.7","42"
"Brazil","2002","10.5","42"
"Brazil","2001","10.5","42"
"Brazil","1999","10.3","42"
"Brazil","1998","10","42"
"Brazil","1997","10","42"
"Brazil","1996","10","42"
"Brazil","1995","10.1","42"
"Brazil","1993","10.1","42"
"Brazil","1992","12.2","42"
"Brazil","1990","9.7","42"
"Brazil","1989","8.9","42"
"Brazil","1988","9.6","42"
"Brazil","1987","10.1","42"
"Brazil","1986","10.3","42"
"Brazil","1985","11","42"
"Brazil","1984","10.2","42"
"Brazil","1983","10","42"
"Brazil","1982","10.3","42"
"Brazil","1981","10.5","42"
"Bulgaria","2020","14.9","18"
"Bulgaria","2019","15.2","18"
"Bulgaria","2018","14.9","18"
"Bulgaria","2017","15.4","18"
"Bulgaria","2016","15.5","18"
"Bulgaria","2015","16.2","18"
"Bulgaria","2014","16.2","18"
"Bulgaria","2013","16.7","18"
"Bulgaria","2012","16.6","18"
"Bulgaria","2011","17.1","18"
"Bulgaria","2010","16.7","18"
"Bulgaria","2009","17","18"
"Bulgaria","2008","16.9","18"
"Bulgaria","2007","16.3","18"
"Bulgaria","2006","17.1","18"
"Burkina Faso","2018","13.6","30"
"Burkina Faso","2014","15","43"
"Burkina Faso","2009","14.7","44"
"Burkina Faso","2003","13.9","44"
"Burkina Faso","1998","12.1","45"
"Burkina Faso","1994","12","46"
"Burundi","2013","15","47"
"Burundi","2006","15.3","32"
"Burundi","1998","15.1","48"
"Burundi","1992","16.3","6"
"C̫te d'Ivoire","2018","15.4","30"
"C̫te d'Ivoire","2015","14.6","49"
"C̫te d'Ivoire","2008","14.3","49"
"C̫te d'Ivoire","2002","14.3","49"
"C̫te d'Ivoire","1998","15.2","49"
"C̫te d'Ivoire","1995","14.5","49"
"C̫te d'Ivoire","1992","15.3","48"
"C̫te d'Ivoire","1988","15.5","50"
"C̫te d'Ivoire","1987","14.8","50"
"C̫te d'Ivoire","1986","15.2","50"
"C̫te d'Ivoire","1985","13.8","50"
"Cabo Verde","2015","14.3","51"
"Cabo Verde","2007","13","32"
"Cabo Verde","2001","11.7","51"
"Cameroon","2014","13.7","52"
"Cameroon","2007","14","53"
"Cameroon","2001","14.2","54"
"Cameroon","1996","13","55"
"Canada","2019","17.2","56"
"Canada","2018","17","56"
"Canada","2017","17","56"
"Canada","2016","17.1","56"
"Canada","2015","16.9","56"
"Canada","2014","17","56"
"Canada","2013","17","56"
"Canada","2012","17.1","56"
"Canada","2011","17","57"
"Canada","2010","16.8","57"
"Canada","2009","16.7","57"
"Canada","2008","16.7","57"
"Canada","2007","16.6","57"
"Canada","2006","16.7","57"
"Canada","2005","16.9","57"
"Canada","2004","16.8","57"
"Canada","2003","16.8","57"
"Canada","2002","16.9","57"
"Canada","2001","16.9","57"
"Canada","2000","16.9","57"
"Canada","1999","17","57"
"Canada","1998","16.9","57"
"Canada","1997","17","57"
"Canada","1996","17.1","57"
"Canada","1995","17.4","58"
"Canada","1994","17.4","58"
"Canada","1993","17.4","58"
"Canada","1992","17.3","58"
"Canada","1991","17.3","58"
"Canada","1990","17.5","58"
"Canada","1989","17.4","58"
"Canada","1988","17.2","58"
"Canada","1987","17.2","58"
"Canada","1986","17.3","58"
"Canada","1985","17","58"
"Canada","1984","16.9","58"
"Canada","1982","16.9","58"
"Canada","1981","16.9","58"
"Canada","1979","17","58"
"Canada","1977","17","58"
"Canada","1975","16.8","58"
"Canada","1973","16.8","58"
"Canada","1971","16.3","58"
"Central African Republic","2021","14.1","30"
"Central African Republic","2008","11.1","59"
"Central African Republic","1992","9.6","60"
"Chad","2018","15.2","30"
"Chad","2011","14.8","61"
"Chad","2003","14.9","62"
"Chile","2020","13.5","63"
"Chile","2017","13.6","63"
"Chile","2015","13.6","63"
"Chile","2013","13.2","63"
"Chile","2011","13.2","63"
"Chile","2009","13","63"
"Chile","2006","13","63"
"Chile","2003","12.2","63"
"Chile","2000","11.8","63"
"Chile","1998","10.9","63"
"Chile","1996","11","63"
"Chile","1994","10.6","63"
"Chile","1992","11","63"
"Chile","1990","10.3","63"
"Chile","1987","10.6","63"
"China","2020","15.3","64"
"China","2019","15.2","64"
"China","2018","15.3","64"
"China","2017","15.1","64"
"China","2016","15.3","64"
"China","2015","15.3","64"
"China","2014","15.2","64"
"China","2013","15","64"
"China","2012","14.7","64"
"China","2011","14.6","65"
"China","2010","14.3","65"
"China","2008","14.5","65"
"China","2005","14.7","65"
"China","2002","14.4","65"
"China","1999","15.1","65"
"China","1996","15.9","65"
"China","1993","15.9","65"
"China","1990","16.4","65"
"Colombia","2021","12.3","66"
"Colombia","2020","12","66"
"Colombia","2019","12.4","66"
"Colombia","2018","12.6","66"
"Colombia","2017","12.8","66"
"Colombia","2016","12.6","66"
"Colombia","2015","12.5","66"
"Colombia","2014","12.1","66"
"Colombia","2013","12.1","66"
"Colombia","2012","12","66"
"Colombia","2011","11.7","66"
"Colombia","2010","11.4","66"
"Colombia","2009","11.6","66"
"Colombia","2008","11.4","66"
"Colombia","2005","11.5","35"
"Colombia","2004","11.1","35"
"Colombia","2003","11.7","35"
"Colombia","2002","10.9","35"
"Colombia","2001","11.1","35"
"Colombia","2000","11","67"
"Colombia","1999","10.9","67"
"Colombia","1996","11.3","67"
"Colombia","1992","12.2","67"
"Comoros","2014","13.9","68"
"Comoros","2004","10.8","69"
"Congo","2011","13.2","70"
"Congo","2005","12.9","70"
"Costa Rica","2022","13.1","71"
"Costa Rica","2021","12.8","71"
"Costa Rica","2020","12.6","71"
"Costa Rica","2019","12.8","71"
"Costa Rica","2018","13","71"
"Costa Rica","2017","12.8","71"
"Costa Rica","2016","12.8","71"
"Costa Rica","2015","12.8","71"
"Costa Rica","2014","12.8","71"
"Costa Rica","2013","12.6","71"
"Costa Rica","2012","13","71"
"Costa Rica","2011","12.9","71"
"Costa Rica","2010","12.9","71"
"Costa Rica","2009","12.3","72"
"Costa Rica","2008","12.8","72"
"Costa Rica","2007","12.6","72"
"Costa Rica","2006","12.8","72"
"Costa Rica","2005","13.3","72"
"Costa Rica","2004","13.1","72"
"Costa Rica","2003","13","72"
"Costa Rica","2002","12.2","72"
"Costa Rica","2001","12.4","72"
"Costa Rica","2000","13.7","72"
"Costa Rica","1999","13.5","72"
"Costa Rica","1998","14.1","72"
"Costa Rica","1997","14.2","72"
"Costa Rica","1996","14","72"
"Costa Rica","1995","14.3","72"
"Costa Rica","1994","14","72"
"Costa Rica","1993","14.3","72"
"Costa Rica","1992","14.4","72"
"Costa Rica","1991","14.4","72"
"Costa Rica","1990","14.6","72"
"Costa Rica","1989","14.7","72"
"Costa Rica","1986","18.1","73"
"Costa Rica","1981","14.1","73"
"Croatia","2020","17.9","18"
"Croatia","2019","18.1","18"
"Croatia","2018","17.8","18"
"Croatia","2017","18","18"
"Croatia","2016","17.8","18"
"Croatia","2015","17.8","18"
"Croatia","2014","17.5","18"
"Croatia","2013","17.5","18"
"Croatia","2012","17.3","18"
"Croatia","2011","17.5","18"
"Croatia","2010","17.4","18"
"Croatia","2009","17.3","18"
"Cyprus","2020","16.5","18"
"Cyprus","2019","16.7","18"
"Cyprus","2018","16.2","18"
"Cyprus","2017","16.7","18"
"Cyprus","2016","16.3","18"
"Cyprus","2015","16.2","18"
"Cyprus","2014","15.8","18"
"Cyprus","2013","15.1","18"
"Cyprus","2012","15.8","18"
"Cyprus","2011","16.2","18"
"Cyprus","2010","16.4","18"
"Cyprus","2009","16.4","18"
"Cyprus","2008","16.6","18"
"Cyprus","2007","16.7","18"
"Cyprus","2006","16.7","18"
"Cyprus","2005","16.9","18"
"Cyprus","2004","17","18"
"Czechia","2020","17.6","18"
"Czechia","2019","17.6","18"
"Czechia","2018","17.6","18"
"Czechia","2017","17.7","18"
"Czechia","2016","17.7","18"
"Czechia","2015","17.8","18"
"Czechia","2014","17.8","18"
"Czechia","2013","17.8","18"
"Czechia","2012","17.9","18"
"Czechia","2011","17.9","18"
"Czechia","2010","17.7","18"
"Czechia","2009","17.7","18"
"Czechia","2008","17.6","18"
"Czechia","2007","17.7","18"
"Czechia","2006","17.7","18"
"Czechia","2005","17.8","18"
"Czechia","2004","17.7","18"
"Czechia","2002","17.8","20"
"Czechia","1996","17.7","20"
"Czechia","1993","17","74"
"Czechia","1992","18.4","20"
"Dem. Rep. Congo","2012","14.5","75"
"Dem. Rep. Congo","2004","14.3","75"
"Denmark","2020","17.5","18"
"Denmark","2019","17.3","18"
"Denmark","2018","17.3","18"
"Denmark","2017","17.2","18"
"Denmark","2016","17.4","18"
"Denmark","2015","17.2","18"
"Denmark","2014","17.3","18"
"Denmark","2013","17.3","18"
"Denmark","2012","17.4","18"
"Denmark","2011","17.5","18"
"Denmark","2010","17.6","18"
"Denmark","2009","17.9","18"
"Denmark","2008","18","18"
"Denmark","2007","17.6","18"
"Denmark","2006","17.7","18"
"Denmark","2005","17.9","18"
"Denmark","2004","18","18"
"Denmark","2003","17.9","18"
"Denmark","2000","18.1","76"
"Denmark","1995","18.2","76"
"Denmark","1992","18.2","76"
"Denmark","1987","17.9","76"
"Djibouti","2017","15.1","77"
"Djibouti","2013","14.6","77"
"Djibouti","2012","14.4","77"
"Djibouti","2002","15.1","77"
"Dominican Republic","2021","15.2","78"
"Dominican Republic","2020","14.9","78"
"Dominican Republic","2019","14.4","78"
"Dominican Republic","2018","13.9","78"
"Dominican Republic","2017","14.4","78"
"Dominican Republic","2016","13.8","79"
"Dominican Republic","2015","13.8","79"
"Dominican Republic","2014","13.9","79"
"Dominican Republic","2013","13","79"
"Dominican Republic","2012","13.5","79"
"Dominican Republic","2011","12.9","79"
"Dominican Republic","2010","13.1","79"
"Dominican Republic","2009","12.8","79"
"Dominican Republic","2008","13","79"
"Dominican Republic","2007","12.9","79"
"Dominican Republic","2006","12","79"
"Dominican Republic","2005","12.6","79"
"Dominican Republic","2004","12","79"
"Dominican Republic","2003","12.1","79"
"Dominican Republic","2002","13","79"
"Dominican Republic","2001","12.7","79"
"Dominican Republic","2000","12.3","79"
"Dominican Republic","1997","13.3","79"
"Dominican Republic","1996","13.5","79"
"Dominican Republic","1992","12.3","80"
"Dominican Republic","1989","12.5","81"
"Dominican Republic","1986","13.8","81"
"Ecuador","2022","14","82"
"Ecuador","2021","13.9","82"
"Ecuador","2020","13.6","82"
"Ecuador","2019","13.9","82"
"Ecuador","2018","14","82"
"Ecuador","2017","14.3","82"
"Ecuador","2016","14.1","82"
"Ecuador","2015","13.8","82"
"Ecuador","2014","14","82"
"Ecuador","2013","13.5","82"
"Ecuador","2012","14","82"
"Ecuador","2011","13.9","82"
"Ecuador","2010","13","82"
"Ecuador","2009","13.1","82"
"Ecuador","2008","12.9","82"
"Ecuador","2007","11.7","82"
"Ecuador","2006","12.1","82"
"Ecuador","2005","12","82"
"Ecuador","2004","11.8","82"
"Ecuador","2003","11.9","82"
"Ecuador","2000","11.2","83"
"Ecuador","1999","10.7","84"
"Ecuador","1994","12","84"
"Egypt","2019","16.1","85"
"Egypt","2017","16.2","85"
"Egypt","2015","16","85"
"Egypt","2012","16.7","85"
"Egypt","2010","16.4","85"
"Egypt","2008","16.2","85"
"Egypt","2004","16.1","85"
"Egypt","1999","15.8","86"
"Egypt","1995","16.4","86"
"Egypt","1990","16.3","86"
"El Salvador","2022","15.9","72"
"El Salvador","2021","15.9","72"
"El Salvador","2019","15.4","72"
"El Salvador","2018","15.5","72"
"El Salvador","2017","15.7","72"
"El Salvador","2016","15.2","72"
"El Salvador","2015","14.8","72"
"El Salvador","2014","14.7","72"
"El Salvador","2013","14.3","72"
"El Salvador","2012","14.7","72"
"El Salvador","2011","14.5","72"
"El Salvador","2010","14.4","72"
"El Salvador","2009","13.8","72"
"El Salvador","2008","13.3","72"
"El Salvador","2007","13.7","72"
"El Salvador","2006","13.8","72"
"El Salvador","2005","13.3","72"
"El Salvador","2004","13.6","72"
"El Salvador","2003","13.4","72"
"El Salvador","2002","12.7","72"
"El Salvador","2001","12.8","72"
"El Salvador","2000","12.7","72"
"El Salvador","1999","12.9","72"
"El Salvador","1998","12.6","72"
"El Salvador","1996","12.8","72"
"El Salvador","1995","13.1","72"
"El Salvador","1991","12.3","72"
"Estonia","2020","16.8","18"
"Estonia","2019","16.9","18"
"Estonia","2018","17.1","18"
"Estonia","2017","17","18"
"Estonia","2016","16.8","18"
"Estonia","2015","16.4","18"
"Estonia","2014","16.1","18"
"Estonia","2013","15.9","18"
"Estonia","2012","16.5","18"
"Estonia","2011","16.6","18"
"Estonia","2010","17","18"
"Estonia","2009","16.9","18"
"Estonia","2008","16.6","18"
"Estonia","2007","16.8","18"
"Estonia","2006","16.3","18"
"Estonia","2005","16.3","18"
"Estonia","2004","16.4","18"
"Estonia","2003","15.8","18"
"Eswatini","2016","10.7","22"
"Eswatini","2009","11.8","22"
"Eswatini","2000","10.9","22"
"Eswatini","1994","10.2","39"
"Ethiopia","2015","16.3","87"
"Ethiopia","2010","16.3","87"
"Ethiopia","2004","16.9","87"
"Ethiopia","1999","16.8","87"
"Ethiopia","1995","13.4","87"
"Fiji","2019","16.8","22"
"Fiji","2013","15.2","22"
"Fiji","2008","14.4","22"
"Fiji","2002","15.2","22"
"Finland","2020","17.4","18"
"Finland","2019","17.4","18"
"Finland","2018","17.5","18"
"Finland","2017","17.4","18"
"Finland","2016","17.5","18"
"Finland","2015","17.5","18"
"Finland","2014","17.6","18"
"Finland","2013","17.5","18"
"Finland","2012","17.4","18"
"Finland","2011","17.3","18"
"Finland","2010","17.4","18"
"Finland","2009","17.5","18"
"Finland","2008","17.3","18"
"Finland","2007","17.2","18"
"Finland","2006","17.3","18"
"Finland","2005","17.3","18"
"Finland","2004","17.2","18"
"Finland","2003","17.4","18"
"Finland","2000","17.4","16"
"Finland","1995","17.9","16"
"Finland","1991","18.2","16"
"Finland","1987","18.4","16"
"France","2020","17.5","18"
"France","2019","17.3","18"
"France","2018","16.7","18"
"France","2017","16.9","18"
"France","2016","16.9","18"
"France","2015","16.7","18"
"France","2014","16.7","18"
"France","2013","16.6","18"
"France","2012","16.5","18"
"France","2011","16.4","18"
"France","2010","16.3","18"
"France","2009","16.7","18"
"France","2008","16.5","18"
"France","2007","16.5","18"
"France","2006","17.3","18"
"France","2005","17.2","18"
"France","2004","17","18"
"France","2003","16.8","18"
"France","2002","16.9","88"
"France","2001","16.9","88"
"France","2000","16.9","88"
"France","1999","16.9","88"
"France","1998","17.1","88"
"France","1997","17.1","88"
"France","1996","17.1","88"
"France","1990","16.8","89"
"France","1984","16.7","89"
"France","1979","16.4","89"
"France","1975","15.7","89"
"France","1970","15.3","89"
"Gabon","2017","15.7","90"
"Gabon","2005","14.4","90"
"Georgia","2021","16.9","91"
"Georgia","2020","16.7","91"
"Georgia","2019","16.2","91"
"Georgia","2018","16.2","91"
"Georgia","2017","15.8","91"
"Georgia","2016","15.9","91"
"Georgia","2015","15.9","91"
"Georgia","2014","15.8","91"
"Georgia","2013","15.6","91"
"Georgia","2012","15.6","91"
"Georgia","2011","15.5","91"
"Georgia","2010","15.6","91"
"Georgia","2009","15.7","91"
"Georgia","2008","15.7","91"
"Georgia","2007","15.7","91"
"Georgia","2006","16","91"
"Georgia","2005","16","91"
"Georgia","2004","16.5","91"
"Georgia","2003","16.2","91"
"Georgia","2002","16","91"
"Georgia","2001","15.4","91"
"Georgia","2000","15.4","91"
"Georgia","1999","15.6","91"
"Georgia","1998","15.5","91"
"Georgia","1997","15.6","91"
"Georgia","1996","16.2","92"
"Germany","2019","17","93"
"Germany","2018","17","93"
"Germany","2017","17.2","93"
"Germany","2016","17.1","93"
"Germany","2015","17","93"
"Germany","2014","17.1","93"
"Germany","2013","16.9","93"
"Germany","2012","17","93"
"Germany","2011","16.9","93"
"Germany","2010","17.1","93"
"Germany","2009","17","93"
"Germany","2008","16.8","93"
"Germany","2007","16.8","93"
"Germany","2006","16.8","93"
"Germany","2005","16.8","93"
"Germany","2004","17","93"
"Germany","2003","17.1","93"
"Germany","2002","17.1","93"
"Germany","2001","17","93"
"Germany","2000","17.4","93"
"Germany","1999","17.3","93"
"Germany","1998","17.5","93"
"Germany","1997","17.5","93"
"Germany","1996","17.6","93"
"Germany","1995","17.6","93"
"Germany","1994","17.5","93"
"Germany","1993","17.2","93"
"Germany","1992","17.2","93"
"Germany","1991","17.1","93"
"Ghana","2016","14.8","94"
"Ghana","2012","14.6","95"
"Ghana","2005","14.6","96"
"Ghana","1998","15","97"
"Ghana","1991","15.2","98"
"Ghana","1988","16","99"
"Ghana","1987","16.3","100"
"Greece","2020","17.2","18"
"Greece","2019","17.2","18"
"Greece","2018","17.2","18"
"Greece","2017","17.1","18"
"Greece","2016","17.1","18"
"Greece","2015","17","18"
"Greece","2014","17","18"
"Greece","2013","16.9","18"
"Greece","2012","17.2","18"
"Greece","2011","17.3","18"
"Greece","2010","17.1","18"
"Greece","2009","17.1","18"
"Greece","2008","16.9","18"
"Greece","2007","17","18"
"Greece","2006","16.7","18"
"Greece","2005","16.7","18"
"Greece","2004","16.9","18"
"Greece","2003","17.2","18"
"Greece","2000","17","19"
"Greece","1995","16.5","19"
"Guatemala","2014","13.2","101"
"Guatemala","2006","11.8","101"
"Guatemala","2000","11.5","101"
"Guatemala","1989","10.5","102"
"Guatemala","1986","10.7","102"
"Guinea","2018","17.3","103"
"Guinea","2012","16.4","104"
"Guinea","2007","14.8","104"
"Guinea","2002","14.1","105"
"Guinea","1994","13.4","106"
"Guinea","1991","14.6","107"
"Guinea-Bissau","2018","15.7","30"
"Guinea-Bissau","2010","12.2","108"
"Guinea-Bissau","2002","15.8","109"
"Guinea-Bissau","1993","14.2","110"
"Guyana","1998","14.5","111"
"Haiti","2012","15.2","112"
"Honduras","2019","13.7","113"
"Honduras","2018","13.5","113"
"Honduras","2017","13.3","113"
"Honduras","2016","13.3","113"
"Honduras","2015","13.2","113"
"Honduras","2014","13.1","113"
"Honduras","2013","13","113"
"Honduras","2012","12.1","113"
"Honduras","2011","12.4","113"
"Honduras","2010","12","113"
"Honduras","2009","12.8","113"
"Honduras","2008","11.7","113"
"Honduras","2007","11.2","113"
"Honduras","2006","11.3","113"
"Honduras","2005","10.6","113"
"Honduras","2004","10.7","113"
"Honduras","2003","10.7","113"
"Honduras","2002","11.5","113"
"Honduras","2001","11.7","113"
"Honduras","1999","11.9","113"
"Honduras","1998","11.5","113"
"Honduras","1997","12.2","113"
"Honduras","1996","11.4","113"
"Honduras","1995","11.3","113"
"Honduras","1994","11.4","113"
"Honduras","1993","11.8","113"
"Honduras","1992","12.2","113"
"Honduras","1991","12.3","113"
"Honduras","1990","10.9","114"
"Honduras","1989","10.2","114"
"Hungary","2020","17.7","18"
"Hungary","2019","17.7","18"
"Hungary","2018","17.8","18"
"Hungary","2017","17.6","18"
"Hungary","2016","17.6","18"
"Hungary","2015","17.6","18"
"Hungary","2014","17.6","18"
"Hungary","2013","17.4","18"
"Hungary","2012","17.6","18"
"Hungary","2011","17.9","18"
"Hungary","2010","17.7","18"
"Hungary","2009","18.2","18"
"Hungary","2008","18","18"
"Hungary","2007","17.9","18"
"Hungary","2006","17.8","18"
"Hungary","2005","16.7","18"
"Hungary","2004","17.5","18"
"Iceland","2017","17.9","18"
"Iceland","2016","17.5","18"
"Iceland","2015","17.7","18"
"Iceland","2014","17.6","18"
"Iceland","2013","17.9","18"
"Iceland","2012","17.8","18"
"Iceland","2011","18","18"
"Iceland","2010","17.9","18"
"Iceland","2009","17.3","18"
"Iceland","2008","16.4","18"
"Iceland","2007","16.8","18"
"Iceland","2006","16.7","18"
"Iceland","2005","17.1","18"
"Iceland","2004","17.2","18"
"Iceland","2003","17.6","18"
"India","2021","15.7","115"
"India","2020","15.6","115"
"India","2019","15.6","115"
"India","2018","15.4","115"
"India","2017","14.9","115"
"India","2016","15.3","115"
"India","2015","15.3","115"
"India","2011","15.2","116"
"India","2009","15.2","116"
"India","2004","15.4","116"
"India","1993","16.2","116"
"India","1987","16","117"
"India","1983","16.4","118"
"India","1977","16.1","118"
"Indonesia","2022","15","119"
"Indonesia","2021","15.1","119"
"Indonesia","2020","15.2","119"
"Indonesia","2019","15.2","119"
"Indonesia","2018","15","119"
"Indonesia","2017","15","119"
"Indonesia","2016","14.8","119"
