Country or Area,Year,Value,Value Footnotes
Finland,2012,11.8,5
Finland,2011,13.2,5
Finland,2010,13.7,5
Finland,2009,13.1,5
Finland,2008,13.8,5
Finland,2007,13.6,5
Finland,2006,13,5
Finland,2005,12.6,5
Finland,2004,11.7,5
Finland,2003,11,5
France,2021,15.6,5
France,2020,14.3,5
France,2019,14.2,5
Gabon,2017,33.4,42
Gabon,2005,32.7,43
Georgia,2022,15.6,44
Georgia,2021,17.5,44
Georgia,2020,21.3,45
Georgia,2019,19.5,45
Georgia,2018,20.1,45
Georgia,2017,21.9,45
Georgia,2016,22,45
Georgia,2015,21.6,45
Georgia,2014,23.5,45
Georgia,2013,26.2,45
Georgia,2012,30,45
Georgia,2011,34.1,45
Georgia,2010,37.3,45
Georgia,2009,34.9,45
Georgia,2008,34.9,45
Georgia,2007,38.8,45
Georgia,2006,36.9,45
Germany,2021,14.7,5
Germany,2020,16,5
Germany,2019,16.1,5
Ghana,2016,23.4,46
Ghana,2012,24.2,47
Ghana,2005,31.9,48
Greece,2021,18.8,5
Greece,2020,19.6,5
Greece,2019,17.7,5
Greece,2018,17.9,5
Greece,2017,18.5,5
Greece,2016,20.2,5
Greece,2015,21.2,5
Greece,2014,21.4,5
Greece,2013,22.1,5
Greece,2012,23.1,5
Greece,2011,23.1,5
Greece,2010,21.4,5
Greece,2009,20.1,5
Greece,2008,19.7,5
Greece,2007,20.1,5
Greece,2006,20.3,5
Greece,2005,20.5,5
Greece,2004,19.6,5
Greece,2003,19.9,5
Greece,2002,20.7,5
Guatemala,2014,59.3,49
Guatemala,2006,51,49
Guatemala,2000,56,49
Guinea,2018,43.7,50
Guinea-Bissau,2018,47.7,51
Guinea-Bissau,2010,48.7,52
Guinea-Bissau,2002,64.7,
Haiti,2012,58.5,53
Honduras,2019,48,54
Honduras,2018,50.4,54
Honduras,2017,49.8,54
Honduras,2016,49.7,54
Honduras,2015,51.5,54
Honduras,2014,49.7,54
Hungary,2021,12.1,5
Hungary,2020,12.6,5
Hungary,2019,12.3,5
Hungary,2018,12.3,5
Hungary,2017,12.8,5
Hungary,2016,13.4,5
Hungary,2015,14.5,5
Hungary,2014,14.9,5
Hungary,2013,15,5
Hungary,2012,15,5
Hungary,2011,14.3,5
Hungary,2010,14.1,5
Hungary,2009,12.3,5
Hungary,2008,12.4,5
Hungary,2007,12.4,5
Hungary,2006,12.3,5
Hungary,2005,15.9,5
Hungary,2004,13.5,5
Iceland,2017,8.8,5
Iceland,2016,10.1,5
Iceland,2015,8.8,5
Iceland,2014,9.2,5
Iceland,2013,7.9,5
Iceland,2012,9.3,5
Iceland,2011,7.9,5
Iceland,2010,9.2,5
Iceland,2009,9.8,5
Iceland,2008,10.2,5
Iceland,2007,10.1,5
Iceland,2006,10.1,5
Iceland,2005,9.6,5
Iceland,2004,9.7,5
Iceland,2003,10,5
India,2011,21.9,55
India,2009,29.8,55
India,2004,37.2,55
Indonesia,2022,9.5,56
Indonesia,2021,10.1,56
Indonesia,2020,9.8,56
Indonesia,2019,9.4,56
Indonesia,2018,9.8,56
Indonesia,2017,10.6,56
Indonesia,2016,10.9,56
Indonesia,2015,11.2,56
Indonesia,2014,11.3,56
Indonesia,2013,11.4,56
Indonesia,2012,12,56
Indonesia,2011,12.5,56
Indonesia,2009,14.1,56
Indonesia,2008,15.4,56
Indonesia,2007,16.6,56
Indonesia,2006,17.8,56
Indonesia,2005,16,56
Indonesia,2004,16.7,56
Indonesia,2003,17.4,56
Indonesia,2002,18.2,56
Indonesia,2001,18.4,56
Indonesia,2000,19.1,56
Iraq,2012,18.9,
Iraq,2006,22.4,
Ireland,2021,14,5
Ireland,2020,12.9,5
Ireland,2019,13.8,5
Italy,2021,20.1,5
Italy,2020,20.1,5
Italy,2019,20,5
Italy,2018,20.1,5
Italy,2017,20.3,5
Italy,2016,20.3,5
Italy,2015,20.6,5
Italy,2014,19.9,5
Italy,2013,19.4,5
Italy,2012,19.3,5
Italy,2011,19.5,5
Italy,2010,19.8,5
Italy,2009,18.7,5
Italy,2008,18.4,5
Italy,2007,18.9,5
Italy,2006,19.5,5
Italy,2005,19.3,5
Italy,2004,19.2,5
Italy,2003,18.9,5
Jamaica,2012,19.9,
Jamaica,2010,17.6,
Jamaica,2009,16.5,
Jamaica,2008,12.3,
Jamaica,2007,9.9,
Jamaica,2006,14.3,
Jamaica,2005,14.8,
Jamaica,2004,16.9,
Jamaica,2003,19.1,
Jamaica,2002,19.7,
Jamaica,2001,16.9,
Jamaica,2000,18.7,
Jordan,2018,15.7,57
Kazakhstan,2022,5.2,58
Kazakhstan,2021,5.2,58
Kazakhstan,2020,5.3,58
Kazakhstan,2019,4.3,58
Kazakhstan,2018,4.3,58
Kenya,2015,36.1,59
Kenya,2005,46.8,59
Kiribati,2019,21.9,60
Kosovo,2015,17.6,61
Kosovo,2014,21.1,61
Kosovo,2013,17.6,61
Kosovo,2012,22.9,61
Kyrgyz Republic,2021,33.3,62
Kyrgyz Republic,2020,25.3,62
Kyrgyz Republic,2019,20.1,62
Kyrgyz Republic,2018,22.4,62
Kyrgyz Republic,2017,25.6,62
Kyrgyz Republic,2016,25.4,62
Kyrgyz Republic,2015,32.1,62
Kyrgyz Republic,2014,30.6,62
Kyrgyz Republic,2013,37,62
Kyrgyz Republic,2012,38,62
Kyrgyz Republic,2011,36.8,62
Kyrgyz Republic,2010,33.7,62
Kyrgyz Republic,2009,31.7,62
Kyrgyz Republic,2008,31.7,62
Kyrgyz Republic,2007,35,62
Kyrgyz Republic,2006,39.9,62
Lao PDR,2018,18.3,63
Latvia,2021,22.5,5
Latvia,2020,23.4,5
Latvia,2019,21.6,5
Latvia,2018,22.9,5
Latvia,2017,23.3,5
Latvia,2016,22.1,5
Latvia,2015,21.8,5
Latvia,2014,22.5,5
Latvia,2013,21.2,5
Latvia,2012,19.4,5
Latvia,2011,19.2,5
Latvia,2010,19,5
Latvia,2009,20.9,5
Latvia,2008,26.4,5
Latvia,2007,25.9,5
Latvia,2006,21.2,5
Latvia,2005,23.5,5
Latvia,2004,19.4,5
Lebanon,2011,27.4,
Lesotho,2017,49.7,64
Lesotho,2002,56.6,
Liberia,2016,50.9,65
Liberia,2014,54.1,66
Lithuania,2021,20.9,5
Lithuania,2020,20,5
Lithuania,2019,20.9,5
Lithuania,2018,20.6,5
Lithuania,2017,22.9,5
Lithuania,2016,22.9,5
Lithuania,2015,21.9,5
Lithuania,2014,22.2,5
Lithuania,2013,19.1,5
Lithuania,2012,20.6,5
Lithuania,2011,18.6,5
Lithuania,2010,19.2,5
Lithuania,2009,20.5,5
Lithuania,2008,20.3,5
Lithuania,2007,20.9,5
Lithuania,2006,19.1,5
Lithuania,2005,20,5
Lithuania,2004,20.5,5
Luxembourg,2021,17.4,5
Madagascar,2012,70.7,
Madagascar,2010,71.7,
Madagascar,2005,73.2,
Madagascar,2001,70.8,
Malawi,2019,50.7,67
Malawi,2016,51.5,68
Malawi,2010,50.7,67
Malawi,2004,52.4,67
Malaysia,2021,6.2,69
Maldives,2019,5.4,70
Mali,2021,44.6,71
Mali,2020,41.9,71
Mali,2019,42.3,71
Mali,2018,43.8,71
Mali,2017,44.9,71
Mali,2016,46.8,71
Mali,2015,47.2,71
Mali,2014,46.9,71
Mali,2013,47.1,71
Mali,2011,45.4,71
Mali,2009,41.1,72
Mali,2006,41.7,72
Mali,2001,50.9,72
Malta,2021,16.7,5
Malta,2020,16.9,5
Malta,2019,16.9,5
Malta,2018,17.1,5
Malta,2017,16.8,5
Malta,2016,16.7,5
Malta,2015,16.5,5
Malta,2014,16.6,5
Malta,2013,15.8,5
Malta,2012,15.8,5
Malta,2011,15.1,5
Malta,2010,15.6,5
Malta,2009,15.5,5
Malta,2008,14.9,5
Malta,2007,15.3,5
Malta,2006,15.1,5
Malta,2005,14.2,5
Malta,2004,14.3,5
Marshall Islands,2019,7.2,73
Mauritania,2019,31.8,74
Mauritania,2014,34.3,74
Mauritius,2017,10.3,75
Mauritius,2012,7.9,76
Mexico,2022,36.3,77
Mexico,2020,43.9,77
Mexico,2018,41.9,77
Mexico,2016,43.6,77
Micronesia,2013,41.2,
Moldova,2022,31.1,78
Moldova,2021,24.5,78
Moldova,2020,26.8,78
Moldova,2019,25.2,78
Mongolia,2020,27.8,
Mongolia,2018,28.4,
Mongolia,2016,29.6,
Mongolia,2014,21.6,
Mongolia,2012,27.4,
Mongolia,2011,33.7,
Mongolia,2010,38.8,
Montenegro,2020,21.2,5
Montenegro,2019,22.6,5
Montenegro,2018,24.5,5
Montenegro,2017,23.8,5
Montenegro,2016,23.6,5
Montenegro,2015,24,5
Montenegro,2014,24.4,5
Montenegro,2013,24.1,5
Montenegro,2012,25.2,5
Morocco,2013,4.8,
Morocco,2006,8.9,
Morocco,2000,15.3,
Mozambique,2014,46.1,
Mozambique,2008,54.7,
Mozambique,2002,54.1,
Myanmar,2017,24.8,79
Myanmar,2015,32.1,80
Myanmar,2010,42.2,81
Myanmar,2005,48.2,81
Namibia,2015,17.4,82
Namibia,2009,28.7,83
Namibia,2003,37.7,
Nepal,2010,25.2,
Netherlands,2021,14.5,5
Netherlands,2020,14.4,5
Netherlands,2019,13.4,5
Netherlands,2018,13.2,5
Netherlands,2017,13.3,5
Netherlands,2016,13.2,5
Netherlands,2015,12.7,5
Nicaragua,2016,24.9,84
Nicaragua,2014,29.6,84
Nicaragua,2009,42.5,84
Nicaragua,2005,48.3,84
Nicaragua,2001,45.8,84
Niger,2018,40.8,50
Nigeria,2018,40.1,85
North Macedonia,2019,21.8,5
North Macedonia,2018,21.6,5
North Macedonia,2017,21.9,5
North Macedonia,2016,22.2,5
North Macedonia,2015,21.9,5
North Macedonia,2014,21.5,5
North Macedonia,2013,22.1,5
North Macedonia,2012,24.2,5
North Macedonia,2011,26.2,5
North Macedonia,2010,26.8,5
North Macedonia,2009,27,5
Norway,2019,12.7,5
Norway,2018,12.7,5
Norway,2017,12.9,5
Norway,2016,12.3,5
Norway,2015,12.2,5
Norway,2014,11.9,5
Norway,2013,10.9,5
Norway,2012,10.9,5
Norway,2011,10,5
Norway,2010,10.5,5
Norway,2009,11.2,5
Norway,2008,11.7,5
Norway,2007,11.4,5
Norway,2006,11.9,5
Norway,2005,12,5
Norway,2004,11.4,5
Norway,2003,10.8,5
Norway,2002,10.8,5
Pakistan,2018,21.9,
Pakistan,2015,24.3,
Pakistan,2013,29.5,
Pakistan,2011,36.3,
Pakistan,2010,36.8,
Pakistan,2007,44.1,
Pakistan,2005,50.4,
Pakistan,2004,51.7,
Pakistan,2001,64.3,
Palau,2006,24.9,
Panama,2019,21.5,
Panama,2018,21.4,
Panama,2017,20.7,
Panama,2016,22.1,86
Panama,2015,23,86
Panama,2014,25.6,86
Panama,2013,25.8,86
Panama,2012,26.5,86
Panama,2011,27.6,86
Panama,2010,29.8,86
Panama,2009,33.4,86
Panama,2008,33.8,86
Panama,2007,36.5,86
Panama,2006,38.3,86
Panama,2005,36.6,86
Panama,2000,37.9,87
Papua New Guinea,2009,39.9,
Paraguay,2022,24.7,88
Paraguay,2021,26.9,88
Paraguay,2020,26.9,88
Paraguay,2019,23.5,88
Paraguay,2018,24.2,88
Paraguay,2017,26.4,88
Paraguay,2016,28.9,88
Paraguay,2015,26.6,88
Paraguay,2014,27.2,88
Paraguay,2013,28,88
Paraguay,2012,31.4,88
Paraguay,2011,37,88
Paraguay,2010,39,88
Paraguay,2009,41.6,88
Paraguay,2008,43.2,88
Paraguay,2007,45.3,88
Paraguay,2006,48.9,88
Paraguay,2005,44.9,88
Paraguay,2004,48.8,88
Paraguay,2003,51.4,88
Paraguay,2002,57.7,88
Peru,2022,27.5,89
Peru,2021,25.9,89
Peru,2020,30.1,89
Peru,2019,20.2,89
Peru,2018,20.5,89
Peru,2017,21.7,89
Peru,2016,20.7,89
Peru,2015,21.8,89
Peru,2014,22.7,89
Peru,2013,23.9,89
Peru,2012,25.8,89
Peru,2011,27.8,89
Peru,2010,30.8,89
Peru,2009,33.5,89
Peru,2008,37.3,89
Peru,2007,42.4,89
Peru,2006,49.2,89
Peru,2005,55.6,89
Peru,2004,58.7,89
Philippines,2021,18.1,90
Philippines,2018,16.7,91
Philippines,2015,23.5,91
Philippines,2012,25.2,91
Philippines,2009,26.3,91
Philippines,2006,26.6,91
Poland,2022,11.8,5
Poland,2021,12.2,5
Poland,2020,11.8,5
Portugal,2021,16.4,5
Portugal,2020,18.4,5
Portugal,2019,16.2,5
Portugal,2018,17.2,5
Portugal,2017,17.3,5
Portugal,2016,18.3,5
Portugal,2015,19,5
Portugal,2014,19.5,5
Portugal,2013,19.5,5
Portugal,2012,18.7,5
Portugal,2011,17.9,5
Portugal,2010,18,5
Portugal,2009,17.9,5
Portugal,2008,17.9,5
Portugal,2007,18.5,5
Portugal,2006,18.1,5
Portugal,2005,18.5,5
Portugal,2004,19.4,5
Portugal,2003,20.4,5
Romania,2021,21.2,5
Romania,2020,22.6,5
Romania,2019,23.4,5
Romania,2018,23.8,5
Romania,2017,23.5,5
Romania,2016,23.6,5
Romania,2015,25.3,5
Romania,2014,25.4,5
Romania,2013,25.1,5
Romania,2012,23,5
Romania,2011,22.9,5
Romania,2010,22.3,5
Romania,2009,21.6,5
Romania,2008,22.1,5
Romania,2007,23.6,5
Romania,2006,24.6,5
Russia,2020,12.1,92
Russia,2019,12.3,92
Russia,2018,12.6,
Russia,2017,13.2,
Russia,2016,13.3,
Russia,2015,13.3,
Russia,2014,11.2,
Russia,2013,10.8,
Russia,2012,10.7,
Russia,2011,12.7,
Russia,2010,12.5,92
Russia,2009,13,
Russia,2008,13.4,
Russia,2007,13.3,
Russia,2006,15.2,
Russia,2005,17.8,
Russia,2004,17.6,
Russia,2003,20.3,
Russia,2002,24.6,
Russia,2000,29,
Rwanda,2016,38.2,93
Rwanda,2013,39.1,94
SÃ£o TomÃ© and Principe,2017,55.5,95
Samoa,2018,21.9,96
Samoa,2013,18.8,91
Samoa,2008,26.9,97
Senegal,2011,46.7,
Senegal,2005,48.3,
Senegal,2001,55.2,
Serbia,2020,21.2,5
Serbia,2019,21.7,5
Serbia,2018,23.2,5
Serbia,2017,24.3,5
Serbia,2016,25.7,5
Serbia,2015,25.9,5
Serbia,2014,26.7,5
Serbia,2013,25,5
Serbia,2012,24.5,5
Seychelles,2018,25.3,
Seychelles,2013,39.3,
Sierra Leone,2018,56.8,98
Sierra Leone,2011,62.4,98
Slovak Republic,2021,13.7,5
Slovak Republic,2020,12.3,5
Slovak Republic,2019,11.4,5
Slovak Republic,2018,11.9,5
Slovak Republic,2017,12.2,5
Slovak Republic,2016,12.4,5
Slovak Republic,2015,12.7,5
Slovak Republic,2014,12.3,5
Slovak Republic,2013,12.6,5
Slovak Republic,2012,12.8,5
Slovak Republic,2011,13.2,5
Slovak Republic,2010,13,5
Slovak Republic,2009,12,5
Slovak Republic,2008,11,5
Slovak Republic,2007,10.9,5
Slovak Republic,2006,10.6,5
Slovak Republic,2005,11.6,5
Slovak Republic,2004,13.3,5
Slovenia,2021,12.1,5
Slovenia,2020,11.7,5
Slovenia,2019,12.4,5
Slovenia,2018,12,5
Slovenia,2017,13.3,5
Slovenia,2016,13.3,5
Slovenia,2015,13.9,5
Slovenia,2014,14.3,5
Slovenia,2013,14.5,5
Slovenia,2012,14.5,5
Slovenia,2011,13.5,5
Slovenia,2010,13.6,5
Slovenia,2009,12.7,5
Slovenia,2008,11.3,5
Slovenia,2007,12.3,5
Slovenia,2006,11.5,5
Slovenia,2005,11.6,5
Slovenia,2004,12.2,5
Solomon Islands,2012,12.7,
Solomon Islands,2005,22.7,
Somalia,2022,54.4,99
South Africa,2014,55.5,
South Africa,2010,53.2,
South Africa,2008,62.1,
South Africa,2005,66.6,
South Sudan,2016,82.3,
Spain,2021,20.4,5
Spain,2020,21.7,5
Spain,2019,21,5
Spain,2018,20.7,5
Spain,2017,21.5,5
Spain,2016,21.6,5
Spain,2015,22.3,5
Spain,2014,22.1,5
Spain,2013,22.2,5
Spain,2012,20.4,5
Spain,2011,20.8,5
Spain,2010,20.6,5
Spain,2009,20.7,5
Spain,2008,20.4,5
Spain,2007,19.8,5
Spain,2006,19.7,5
Spain,2005,20.3,5
Spain,2004,20.1,5
Spain,2003,20.1,5
Sri Lanka,2019,14.3,100
Sri Lanka,2016,16,101
Sri Lanka,2012,22.5,101
Sri Lanka,2009,28.4,101
Sri Lanka,2006,34.1,101
Sri Lanka,2002,46.8,101
St. Lucia,2016,25,102
Sudan,2009,46.5,
Sweden,2021,16,5
Sweden,2020,15.7,5
Sweden,2019,16.1,5
Sweden,2018,17.1,5
Sweden,2017,16.4,5
Sweden,2016,15.8,5
Sweden,2015,16.2,5
Sweden,2014,16.3,5
Sweden,2013,15.6,5
Sweden,2012,16,5
Sweden,2011,15.2,5
Sweden,2010,15.4,5
Sweden,2009,14.8,5
Sweden,2008,14.4,5
Sweden,2007,13.5,5
Switzerland,2020,14.7,5
Switzerland,2019,15.5,5
Switzerland,2018,16,5
Switzerland,2017,14.6,5
Switzerland,2016,15.5,5
Switzerland,2015,14.7,5
Switzerland,2014,15.6,5
Switzerland,2013,13.8,5
Switzerland,2012,14.5,5
Switzerland,2011,15.9,5
Switzerland,2010,15,5
Switzerland,2009,15,5
Switzerland,2008,15.6,5
Switzerland,2007,15.7,5
Switzerland,2006,15,5
Syrian Arab Republic,2007,35.2,
Syrian Arab Republic,2003,30.1,
TÃ¼rkiye,2020,14.4,103
TÃ¼rkiye,2019,15,103
TÃ¼rkiye,2018,14.4,103
TÃ¼rkiye,2017,13.9,103
TÃ¼rkiye,2016,13.5,103
TÃ¼rkiye,2015,14.3,103
TÃ¼rkiye,2014,14.7,103
TÃ¼rkiye,2013,15,103
TÃ¼rkiye,2012,15,103
TÃ¼rkiye,2011,16.3,103
TÃ¼rkiye,2010,16.1,103
TÃ¼rkiye,2009,16.9,103
TÃ¼rkiye,2008,17.1,103
TÃ¼rkiye,2007,16.7,103
TÃ¼rkiye,2006,16.3,103
TÃ¼rkiye,2005,18.6,103
Tajikistan,2022,22.5,104
Tajikistan,2021,23.2,104
Tajikistan,2019,26.3,104
Tajikistan,2018,27.4,104
Tajikistan,2017,29.5,104
Tajikistan,2016,30.3,104
Tajikistan,2015,31.3,104
Tajikistan,2014,32,104
Tajikistan,2013,34.3,104
Tanzania,2018,26.4,105
Tanzania,2011,28.2,105
Tanzania,2007,34.4,105
Tanzania,2000,35.6,105
Thailand,2021,6.3,106
Thailand,2020,6.8,106
Thailand,2019,6.2,106
Thailand,2018,9.9,106
Thailand,2017,7.9,106
Thailand,2016,8.6,106
Thailand,2015,7.2,106
Thailand,2014,10.5,106
Thailand,2013,10.9,106
Thailand,2012,12.6,106
Thailand,2011,13.2,106
Thailand,2010,16.4,106
Thailand,2009,17.9,106
Thailand,2008,20.4,106
Thailand,2007,20,106
Thailand,2006,21.9,106
Thailand,2004,26.8,106
Thailand,2002,32.4,106
Thailand,2000,42.3,106
The Gambia,2020,53.4,107
The Gambia,2015,48.6,108
The Gambia,2010,48.1,109
Timor-Leste,2014,41.8,
Timor-Leste,2007,50.4,
Timor-Leste,2001,36.3,
Togo,2018,45.5,110
Tonga,2009,22.5,
Tonga,2000,16.2,
Tunisia,2021,16.6,111
Tunisia,2015,15.2,91
Tunisia,2010,20.5,91
Tunisia,2005,23.1,91
Tunisia,2000,25.4,91
Tuvalu,2010,26.3,
Uganda,2019,20.3,112
Uganda,2016,21.4,112
Uganda,2012,19.7,112
Uganda,2009,24.5,112
Uganda,2005,31.1,112
Uganda,2002,38.8,112
Ukraine,2020,1.6,113
United Kingdom,2017,18.6,5
United Kingdom,2016,17,5
Uruguay,2022,9.9,114
Uzbekistan,2013,14.1,
Uzbekistan,2012,15,
Vanuatu,2019,15.9,115
Venezuela,2015,33.1,
