"Country or Area","Year","Value","Value Footnotes"
"Azerbaijan","2002","36.7","1"
"Azerbaijan","2001","44.5","1"
"Azerbaijan","1995","42","21"
"Bangladesh","2022","40.7","22"
"Bangladesh","2016","41.4","22"
"Bangladesh","2010","41.5","22"
"Bangladesh","2005","42.5","22"
"Bangladesh","2000","42.7","22"
"Bangladesh","1995","42.4","23"
"Bangladesh","1991","37.4","23"
"Bangladesh","1988","38.6","24"
"Bangladesh","1985","37.2","24"
"Bangladesh","1983","35.8","24"
"Belarus","2020","34.8","25"
"Belarus","2019","35.4","25"
"Belarus","2018","35.5","25"
"Belarus","2017","35.5","25"
"Belarus","2016","35.5","25"
"Belarus","2015","35.5","25"
"Belarus","2014","36.7","25"
"Belarus","2013","36.2","25"
"Belarus","2012","36.1","25"
"Belarus","2011","36.3","25"
"Belarus","2010","37.5","25"
"Belarus","2009","37","25"
"Belarus","2008","36.8","25"
"Belarus","2007","38.4","25"
"Belarus","2006","37.1","25"
"Belarus","2005","36.5","25"
"Belarus","2004","35.9","25"
"Belarus","2003","37.6","25"
"Belarus","2002","38.8","25"
"Belarus","2001","38.9","25"
"Belarus","2000","39.1","25"
"Belarus","1999","39.4","25"
"Belarus","1998","40.1","25"
"Belgium","2020","35.5","18"
"Belgium","2019","36.5","18"
"Belgium","2018","36.4","18"
"Belgium","2017","36.3","18"
"Belgium","2016","36.4","18"
"Belgium","2015","36.5","18"
"Belgium","2014","36.9","18"
"Belgium","2013","36.4","18"
"Belgium","2012","36.4","18"
"Belgium","2011","36.8","18"
"Belgium","2010","37.2","18"
"Belgium","2009","37.2","18"
"Belgium","2008","37.2","18"
"Belgium","2007","38","18"
"Belgium","2006","36.9","18"
"Belgium","2005","38.2","18"
"Belgium","2004","39.2","18"
"Belgium","2003","37","18"
"Belgium","2000","41.7","26"
"Belgium","1997","36.1","27"
"Belgium","1995","37.3","26"
"Belgium","1992","34.5","27"
"Belgium","1988","35.3","27"
"Belgium","1985","34.9","27"
"Belize","1999","57.7","28"
"Belize","1998","59.4","28"
"Belize","1997","64.2","28"
"Belize","1996","61.3","29"
"Belize","1994","65.4","28"
"Belize","1993","64.3","28"
"Benin","2018","45.5","30"
"Benin","2015","52.1","31"
"Benin","2011","50.7","31"
"Benin","2003","46.2","32"
"Bhutan","2022","37.3","33"
"Bhutan","2017","44.4","33"
"Bhutan","2012","46.1","33"
"Bhutan","2007","45.1","33"
"Bhutan","2003","48","33"
"Bolivia","2021","46.7","34"
"Bolivia","2020","49","34"
"Bolivia","2019","47.3","34"
"Bolivia","2018","47.5","34"
"Bolivia","2017","49","34"
"Bolivia","2016","49.4","34"
"Bolivia","2015","51.2","34"
"Bolivia","2014","52.3","34"
"Bolivia","2013","51.9","34"
"Bolivia","2012","50.6","34"
"Bolivia","2011","50.6","34"
"Bolivia","2009","53.2","34"
"Bolivia","2008","54.8","34"
"Bolivia","2007","58.7","34"
"Bolivia","2006","60.1","34"
"Bolivia","2005","62","34"
"Bolivia","2004","59.5","35"
"Bolivia","2002","62.4","34"
"Bolivia","2001","60.6","34"
"Bolivia","2000","64.2","35"
"Bolivia","1999","60.5","35"
"Bolivia","1997","61.7","36"
"Bosnia and Herzegovina","2011","40.7","1"
"Bosnia and Herzegovina","2007","40.7","1"
"Bosnia and Herzegovina","2004","41.8","2"
"Bosnia and Herzegovina","2001","38.8","2"
"Botswana","2015","58.5","37"
"Botswana","2009","65","38"
"Botswana","2002","69.5","22"
"Botswana","1993","64.9","39"
"Botswana","1985","58.9","39"
"Brazil","2021","57.5","40"
"Brazil","2020","54.7","40"
"Brazil","2019","57.8","41"
"Brazil","2018","58.3","41"
"Brazil","2017","57.8","41"
"Brazil","2016","58","41"
"Brazil","2015","56.7","41"
"Brazil","2014","56.9","41"
"Brazil","2013","57.5","41"
"Brazil","2012","58.1","41"
"Brazil","2011","57.5","42"
"Brazil","2009","58.2","42"
"Brazil","2008","58.6","42"
"Brazil","2007","59.3","42"
"Brazil","2006","60.1","42"
"Brazil","2005","60.7","42"
"Brazil","2004","60.8","42"
"Brazil","2003","61.8","42"
"Brazil","2002","62.4","42"
"Brazil","2001","62.5","42"
"Brazil","1999","63.3","42"
"Brazil","1998","63.8","42"
"Brazil","1997","63.8","42"
"Brazil","1996","63.9","42"
"Brazil","1995","63.8","42"
"Brazil","1993","64.3","42"
"Brazil","1992","57.1","42"
"Brazil","1990","64.6","42"
"Brazil","1989","67.3","42"
"Brazil","1988","65.5","42"
"Brazil","1987","63.7","42"
"Brazil","1986","62.8","42"
"Brazil","1985","60","42"
"Brazil","1984","62.9","42"
"Brazil","1983","63.4","42"
"Brazil","1982","62.7","42"
"Brazil","1981","62.3","42"
"Bulgaria","2020","47.4","18"
"Bulgaria","2019","46.6","18"
"Bulgaria","2018","47.6","18"
"Bulgaria","2017","46.6","18"
"Bulgaria","2016","46.4","18"
"Bulgaria","2015","44.3","18"
"Bulgaria","2014","43.9","18"
"Bulgaria","2013","42.9","18"
"Bulgaria","2012","42.7","18"
"Bulgaria","2011","41.1","18"
"Bulgaria","2010","42.2","18"
"Bulgaria","2009","40.9","18"
"Bulgaria","2008","41","18"
"Bulgaria","2007","43","18"
"Bulgaria","2006","41.8","18"
"Burkina Faso","2018","50.3","30"
"Burkina Faso","2014","44.3","43"
"Burkina Faso","2009","47.1","44"
"Burkina Faso","2003","49.8","44"
"Burkina Faso","1998","56.6","45"
"Burkina Faso","1994","55","46"
"Burundi","2013","46.3","47"
"Burundi","2006","42.9","32"
"Burundi","1998","47.9","48"
"Burundi","1992","41.6","6"
"C̫te d'Ivoire","2018","44.7","30"
"C̫te d'Ivoire","2015","47.8","49"
"C̫te d'Ivoire","2008","49","49"
"C̫te d'Ivoire","2002","48.5","49"
"C̫te d'Ivoire","1998","46.2","49"
"C̫te d'Ivoire","1995","47.6","49"
"C̫te d'Ivoire","1992","45.8","48"
"C̫te d'Ivoire","1988","43.9","50"
"C̫te d'Ivoire","1987","47.6","50"
"C̫te d'Ivoire","1986","45.4","50"
"C̫te d'Ivoire","1985","51.3","50"
"Cabo Verde","2015","48.7","51"
"Cabo Verde","2007","53.3","32"
"Cabo Verde","2001","58","51"
"Cameroon","2014","51.7","52"
"Cameroon","2007","49.1","53"
"Cameroon","2001","49","54"
"Cameroon","1996","51.7","55"
"Canada","2019","39.4","56"
"Canada","2018","40","56"
"Canada","2017","40.6","56"
"Canada","2016","40.2","56"
"Canada","2015","40.9","56"
"Canada","2014","40.4","56"
"Canada","2013","40.6","56"
"Canada","2012","40.6","56"
"Canada","2011","40.2","57"
"Canada","2010","40.9","57"
"Canada","2009","41.2","57"
"Canada","2008","41.2","57"
"Canada","2007","41.2","57"
"Canada","2006","41.3","57"
"Canada","2005","40.9","57"
"Canada","2004","40.9","57"
"Canada","2003","41","57"
"Canada","2002","40.8","57"
"Canada","2001","40.9","57"
"Canada","2000","40.7","57"
"Canada","1999","40.4","57"
"Canada","1998","40.7","57"
"Canada","1997","40.6","57"
"Canada","1996","40.2","57"
"Canada","1995","39.1","58"
"Canada","1994","39","58"
"Canada","1993","39.1","58"
"Canada","1992","39.1","58"
"Canada","1991","39.3","58"
"Canada","1990","38.8","58"
"Canada","1989","38.6","58"
"Canada","1988","38.9","58"
"Canada","1987","39.3","58"
"Canada","1986","39.2","58"
"Canada","1985","40.4","58"
"Canada","1984","40.6","58"
"Canada","1982","40.3","58"
"Canada","1981","40.1","58"
"Canada","1979","40.3","58"
"Canada","1977","40.5","58"
"Canada","1975","40.9","58"
"Canada","1973","41.5","58"
"Canada","1971","43.4","58"
"Central African Republic","2021","49.2","30"
"Central African Republic","2008","60.9","59"
"Central African Republic","1992","65","60"
"Chad","2018","45.2","30"
"Chad","2011","48.8","61"
"Chad","2003","46.5","62"
"Chile","2020","51.6","63"
"Chile","2017","51.3","63"
"Chile","2015","51.2","63"
"Chile","2013","52.6","63"
"Chile","2011","52.6","63"
"Chile","2009","53.4","63"
"Chile","2006","53.4","63"
"Chile","2003","56.8","63"
"Chile","2000","58","63"
"Chile","1998","60.7","63"
"Chile","1996","60.1","63"
"Chile","1994","61.5","63"
"Chile","1992","60.1","63"
"Chile","1990","62.5","63"
"Chile","1987","61.4","63"
"China","2020","44.7","64"
"China","2019","45.3","64"
"China","2018","45.4","64"
"China","2017","45.9","64"
"China","2016","45.3","64"
"China","2015","45.4","64"
"China","2014","45.8","64"
"China","2013","46.3","64"
"China","2012","47.8","64"
"China","2011","48.1","65"
"China","2010","49","65"
"China","2008","48.4","65"
"China","2005","47.1","65"
"China","2002","47.9","65"
"China","1999","45.6","65"
"China","1996","42.9","65"
"China","1993","42.2","65"
"China","1990","40.8","65"
"Colombia","2021","56.3","66"
"Colombia","2020","57.9","66"
"Colombia","2019","56.2","66"
"Colombia","2018","55.4","66"
"Colombia","2017","54.8","66"
"Colombia","2016","55.5","66"
"Colombia","2015","55.8","66"
"Colombia","2014","57.2","66"
"Colombia","2013","57.3","66"
"Colombia","2012","57.3","66"
"Colombia","2011","58.2","66"
"Colombia","2010","59.2","66"
"Colombia","2009","58.8","66"
"Colombia","2008","59.7","66"
"Colombia","2005","59","35"
"Colombia","2004","60","35"
"Colombia","2003","58.6","35"
"Colombia","2002","60.6","35"
"Colombia","2001","61.4","35"
"Colombia","2000","62.2","67"
"Colombia","1999","62.4","67"
"Colombia","1996","60.8","67"
"Colombia","1992","56.7","67"
"Comoros","2014","50.4","68"
"Comoros","2004","61.4","69"
"Congo","2011","53.7","70"
"Congo","2005","53.3","70"
"Costa Rica","2022","52.7","71"
"Costa Rica","2021","54.1","71"
"Costa Rica","2020","54.4","71"
"Costa Rica","2019","53.7","71"
"Costa Rica","2018","53.3","71"
"Costa Rica","2017","54","71"
"Costa Rica","2016","54","71"
"Costa Rica","2015","53.9","71"
"Costa Rica","2014","53.9","71"
"Costa Rica","2013","54.2","71"
"Costa Rica","2012","53.6","71"
"Costa Rica","2011","53.9","71"
"Costa Rica","2010","53.6","71"
"Costa Rica","2009","55.9","72"
"Costa Rica","2008","54.1","72"
"Costa Rica","2007","55","72"
"Costa Rica","2006","54.7","72"
"Costa Rica","2005","52.8","72"
"Costa Rica","2004","53.4","72"
"Costa Rica","2003","54","72"
"Costa Rica","2002","56.7","72"
"Costa Rica","2001","56.2","72"
"Costa Rica","2000","52.1","72"
"Costa Rica","1999","52.6","72"
"Costa Rica","1998","50.8","72"
"Costa Rica","1997","50.6","72"
"Costa Rica","1996","51.2","72"
"Costa Rica","1995","50.4","72"
"Costa Rica","1994","51.5","72"
"Costa Rica","1993","50.6","72"
"Costa Rica","1992","50.3","72"
"Costa Rica","1991","50.9","72"
"Costa Rica","1990","49.6","72"
"Costa Rica","1989","49.9","72"
"Costa Rica","1986","39.6","73"
"Costa Rica","1981","51.4","73"
"Croatia","2020","37.3","18"
"Croatia","2019","37","18"
"Croatia","2018","37.7","18"
"Croatia","2017","37.9","18"
"Croatia","2016","38.3","18"
"Croatia","2015","38.4","18"
"Croatia","2014","39.1","18"
"Croatia","2013","39.1","18"
"Croatia","2012","39.5","18"
"Croatia","2011","39.2","18"
"Croatia","2010","39.4","18"
"Croatia","2009","39.7","18"
"Cyprus","2020","40.6","18"
"Cyprus","2019","40.1","18"
"Cyprus","2018","41.4","18"
"Cyprus","2017","40.2","18"
"Cyprus","2016","41.4","18"
"Cyprus","2015","42.1","18"
"Cyprus","2014","43.6","18"
"Cyprus","2013","45.1","18"
"Cyprus","2012","42.7","18"
"Cyprus","2011","41.3","18"
"Cyprus","2010","40.4","18"
"Cyprus","2009","40.8","18"
"Cyprus","2008","40.6","18"
"Cyprus","2007","40","18"
"Cyprus","2006","40.1","18"
"Cyprus","2005","39.3","18"
"Cyprus","2004","39","18"
"Czechia","2020","36.5","18"
"Czechia","2019","35.7","18"
"Czechia","2018","35.5","18"
"Czechia","2017","35.4","18"
"Czechia","2016","35.8","18"
"Czechia","2015","35.9","18"
"Czechia","2014","36","18"
"Czechia","2013","36.4","18"
"Czechia","2012","36.1","18"
"Czechia","2011","36.2","18"
"Czechia","2010","36.4","18"
"Czechia","2009","36.2","18"
"Czechia","2008","36.5","18"
"Czechia","2007","36.2","18"
"Czechia","2006","36.5","18"
"Czechia","2005","36.7","18"
"Czechia","2004","37","18"
"Czechia","2002","36.5","20"
"Czechia","1996","36","20"
"Czechia","1993","37.2","74"
"Czechia","1992","32.6","20"
"Dem. Rep. Congo","2012","48.4","75"
"Dem. Rep. Congo","2004","48.5","75"
"Denmark","2020","37","18"
"Denmark","2019","37.3","18"
"Denmark","2018","37.7","18"
"Denmark","2017","38.1","18"
"Denmark","2016","37.6","18"
"Denmark","2015","37.7","18"
"Denmark","2014","37.7","18"
"Denmark","2013","37.9","18"
"Denmark","2012","37.3","18"
"Denmark","2011","36.8","18"
"Denmark","2010","36.7","18"
"Denmark","2009","36.1","18"
"Denmark","2008","35.2","18"
"Denmark","2007","36.1","18"
"Denmark","2006","35.8","18"
"Denmark","2005","35.2","18"
"Denmark","2004","34.9","18"
"Denmark","2003","35.5","18"
"Denmark","2000","34.2","76"
"Denmark","1995","33.6","76"
"Denmark","1992","34.5","76"
"Denmark","1987","35.7","76"
"Djibouti","2017","47.6","77"
"Djibouti","2013","50","77"
"Djibouti","2012","50.3","77"
"Djibouti","2002","46.5","77"
"Dominican Republic","2021","45.7","78"
"Dominican Republic","2020","46.5","78"
"Dominican Republic","2019","48.6","78"
"Dominican Republic","2018","50.1","78"
"Dominican Republic","2017","48.9","78"
"Dominican Republic","2016","51.5","79"
"Dominican Republic","2015","51.1","79"
"Dominican Republic","2014","50.2","79"
"Dominican Republic","2013","53.6","79"
"Dominican Republic","2012","52","79"
"Dominican Republic","2011","53.2","79"
"Dominican Republic","2010","52.9","79"
"Dominican Republic","2009","54.6","79"
"Dominican Republic","2008","53.6","79"
"Dominican Republic","2007","54.4","79"
"Dominican Republic","2006","57","79"
"Dominican Republic","2005","55.3","79"
"Dominican Republic","2004","57.1","79"
"Dominican Republic","2003","57.1","79"
"Dominican Republic","2002","54.4","79"
"Dominican Republic","2001","55.2","79"
"Dominican Republic","2000","56.2","79"
"Dominican Republic","1997","53.7","79"
"Dominican Republic","1996","52.7","79"
"Dominican Republic","1992","56.5","80"
"Dominican Republic","1989","55.5","81"
"Dominican Republic","1986","52.4","81"
"Ecuador","2022","50.9","82"
"Ecuador","2021","51.3","82"
"Ecuador","2020","52.3","82"
"Ecuador","2019","51","82"
"Ecuador","2018","51","82"
"Ecuador","2017","50.1","82"
"Ecuador","2016","50.5","82"
"Ecuador","2015","51.3","82"
"Ecuador","2014","50.6","82"
"Ecuador","2013","52.2","82"
"Ecuador","2012","51.1","82"
"Ecuador","2011","51","82"
"Ecuador","2010","53.9","82"
"Ecuador","2009","53.5","82"
"Ecuador","2008","54.6","82"
"Ecuador","2007","58","82"
"Ecuador","2006","57","82"
"Ecuador","2005","57.5","82"
"Ecuador","2004","58.3","82"
"Ecuador","2003","58.1","82"
"Ecuador","2000","60.7","83"
"Ecuador","1999","62.5","84"
"Ecuador","1994","57.9","84"
"Egypt","2019","41.3","85"
"Egypt","2017","41","85"
"Egypt","2015","41.5","85"
"Egypt","2012","38.6","85"
"Egypt","2010","40.1","85"
"Egypt","2008","40.8","85"
"Egypt","2004","41.4","85"
"Egypt","1999","42.1","86"
"Egypt","1995","39.9","86"
"Egypt","1990","41.1","86"
"El Salvador","2022","44.8","72"
"El Salvador","2021","45","72"
"El Salvador","2019","45.6","72"
"El Salvador","2018","45.2","72"
"El Salvador","2017","44.7","72"
"El Salvador","2016","46.4","72"
"El Salvador","2015","47.2","72"
"El Salvador","2014","48","72"
"El Salvador","2013","49.6","72"
"El Salvador","2012","48.2","72"
"El Salvador","2011","48.7","72"
"El Salvador","2010","49.4","72"
"El Salvador","2009","51.6","72"
"El Salvador","2008","52.4","72"
"El Salvador","2007","51.2","72"
"El Salvador","2006","51.3","72"
"El Salvador","2005","53.2","72"
"El Salvador","2004","52.3","72"
"El Salvador","2003","54.2","72"
"El Salvador","2002","55.7","72"
"El Salvador","2001","55.5","72"
"El Salvador","2000","55.8","72"
"El Salvador","1999","55.7","72"
"El Salvador","1998","57.5","72"
"El Salvador","1996","55.5","72"
"El Salvador","1995","54.5","72"
"El Salvador","1991","57.6","72"
"Estonia","2020","39","18"
"Estonia","2019","38.9","18"
"Estonia","2018","38.3","18"
"Estonia","2017","38.4","18"
"Estonia","2016","39.1","18"
"Estonia","2015","40.4","18"
"Estonia","2014","42.1","18"
"Estonia","2013","42.5","18"
"Estonia","2012","40.7","18"
"Estonia","2011","40.3","18"
"Estonia","2010","39.7","18"
"Estonia","2009","39.6","18"
"Estonia","2008","40.1","18"
"Estonia","2007","39.3","18"
"Estonia","2006","41.7","18"
"Estonia","2005","41.3","18"
"Estonia","2004","41.2","18"
"Estonia","2003","44.2","18"
"Eswatini","2016","60.2","22"
"Eswatini","2009","56.7","22"
"Eswatini","2000","59.5","22"
"Eswatini","1994","64","39"
"Ethiopia","2015","43","87"
"Ethiopia","2010","41.7","87"
"Ethiopia","2004","39.3","87"
"Ethiopia","1999","39.4","87"
"Ethiopia","1995","51.6","87"
"Fiji","2019","39.4","22"
"Fiji","2013","44.7","22"
"Fiji","2008","47.8","22"
"Fiji","2002","45.4","22"
"Finland","2020","36.7","18"
"Finland","2019","37.1","18"
"Finland","2018","36.8","18"
"Finland","2017","36.9","18"
"Finland","2016","36.6","18"
"Finland","2015","36.7","18"
"Finland","2014","36.4","18"
"Finland","2013","36.6","18"
"Finland","2012","36.7","18"
"Finland","2011","37.1","18"
"Finland","2010","37","18"
"Finland","2009","36.9","18"
"Finland","2008","37.2","18"
"Finland","2007","37.6","18"
"Finland","2006","37.4","18"
"Finland","2005","37.2","18"
"Finland","2004","37.4","18"
"Finland","2003","37.2","18"
"Finland","2000","36.9","16"
"Finland","1995","34.4","16"
"Finland","1991","33.6","16"
"Finland","1987","33","16"
"France","2020","38.8","18"
"France","2019","39.2","18"
"France","2018","40.8","18"
"France","2017","40","18"
"France","2016","40.2","18"
"France","2015","40.9","18"
"France","2014","40.6","18"
"France","2013","40.9","18"
"France","2012","41.3","18"
"France","2011","41.4","18"
"France","2010","41.8","18"
"France","2009","40.8","18"
"France","2008","41.2","18"
"France","2007","40.9","18"
"France","2006","38.3","18"
"France","2005","38.5","18"
"France","2004","39.2","18"
"France","2003","39.8","18"
"France","2002","40","88"
"France","2001","40.5","88"
"France","2000","40.5","88"
"France","1999","40.4","88"
"France","1998","39.6","88"
"France","1997","39.7","88"
"France","1996","39.8","88"
"France","1990","40.2","89"
"France","1984","41","89"
"France","1979","41.7","89"
"France","1975","43.3","89"
"France","1970","44.4","89"
"Gabon","2017","44.4","90"
"Gabon","2005","48.7","90"
"Georgia","2021","41.5","91"
"Georgia","2020","41.5","91"
"Georgia","2019","42.9","91"
"Georgia","2018","43.2","91"
"Georgia","2017","44.5","91"
"Georgia","2016","43.7","91"
"Georgia","2015","43.4","91"
"Georgia","2014","44.3","91"
"Georgia","2013","44.9","91"
"Georgia","2012","45.3","91"
"Georgia","2011","45.7","91"
"Georgia","2010","45.5","91"
"Georgia","2009","44.7","91"
"Georgia","2008","45","91"
"Georgia","2007","44.6","91"
"Georgia","2006","43.5","91"
"Georgia","2005","43.8","91"
"Georgia","2004","42.6","91"
"Georgia","2003","43.2","91"
"Georgia","2002","43.9","91"
"Georgia","2001","45.8","91"
"Georgia","2000","46.2","91"
"Georgia","1999","45.9","91"
"Georgia","1998","46.6","91"
"Georgia","1997","46.1","91"
"Georgia","1996","43.6","92"
"Germany","2019","39.8","93"
"Germany","2018","39.9","93"
"Germany","2017","39.6","93"
"Germany","2016","39.4","93"
"Germany","2015","39.6","93"
"Germany","2014","39.1","93"
"Germany","2013","39.8","93"
"Germany","2012","39.4","93"
"Germany","2011","39.3","93"
"Germany","2010","38.8","93"
"Germany","2009","38.9","93"
"Germany","2008","39.5","93"
"Germany","2007","39.8","93"
"Germany","2006","39.6","93"
"Germany","2005","40.1","93"
"Germany","2004","38.9","93"
"Germany","2003","38.7","93"
"Germany","2002","38.6","93"
"Germany","2001","38.8","93"
"Germany","2000","37.7","93"
"Germany","1999","37.9","93"
"Germany","1998","37.1","93"
"Germany","1997","37.2","93"
"Germany","1996","37.1","93"
"Germany","1995","37.4","93"
"Germany","1994","37.7","93"
"Germany","1993","37.5","93"
"Germany","1992","38","93"
"Germany","1991","38.2","93"
"Ghana","2016","48.6","94"
"Ghana","2012","48.3","95"
"Ghana","2005","48.6","96"
"Ghana","1998","46.2","97"
"Ghana","1991","45.6","98"
"Ghana","1988","43.4","99"
"Ghana","1987","42.7","100"
"Greece","2020","40.5","18"
"Greece","2019","40.1","18"
"Greece","2018","40.1","18"
"Greece","2017","41.1","18"
"Greece","2016","41.3","18"
"Greece","2015","41.8","18"
"Greece","2014","41.8","18"
"Greece","2013","42.2","18"
"Greece","2012","42.1","18"
"Greece","2011","41","18"
"Greece","2010","41","18"
"Greece","2009","40.9","18"
"Greece","2008","40.9","18"
"Greece","2007","41.1","18"
"Greece","2006","42","18"
"Greece","2005","41.7","18"
"Greece","2004","40.8","18"
"Greece","2003","40","18"
"Greece","2000","41.1","19"
"Greece","1995","43.2","19"
"Guatemala","2014","53.6","101"
"Guatemala","2006","58.9","101"
"Guatemala","2000","59.1","101"
"Guatemala","1989","62.9","102"
"Guatemala","1986","62","102"
"Guinea","2018","38.2","103"
"Guinea","2012","41.5","104"
"Guinea","2007","46.3","104"
"Guinea","2002","49.4","105"
"Guinea","1994","52","106"
"Guinea","1991","50.2","107"
"Guinea-Bissau","2018","43","30"
"Guinea-Bissau","2010","56.7","108"
"Guinea-Bissau","2002","43.2","109"
"Guinea-Bissau","1993","49.7","110"
"Guyana","1998","50.2","111"
"Haiti","2012","47.1","112"
"Honduras","2019","52.2","113"
"Honduras","2018","53.1","113"
"Honduras","2017","53.7","113"
"Honduras","2016","53.9","113"
"Honduras","2015","53.8","113"
"Honduras","2014","54.5","113"
"Honduras","2013","54.3","113"
"Honduras","2012","57.4","113"
"Honduras","2011","56.7","113"
"Honduras","2010","57.1","113"
"Honduras","2009","55.4","113"
"Honduras","2008","59.2","113"
"Honduras","2007","60","113"
"Honduras","2006","60.8","113"
"Honduras","2005","62.9","113"
"Honduras","2004","61.8","113"
"Honduras","2003","61.7","113"
"Honduras","2002","59.4","113"
"Honduras","2001","58.9","113"
"Honduras","1999","59","113"
"Honduras","1998","60.8","113"
"Honduras","1997","57.2","113"
"Honduras","1996","59.6","113"
"Honduras","1995","59.8","113"
"Honduras","1994","59.3","113"
"Honduras","1993","58","113"
"Honduras","1992","56.9","113"
"Honduras","1991","56.7","113"
"Honduras","1990","61.2","114"
"Honduras","1989","63.3","114"
"Hungary","2020","37.8","18"
"Hungary","2019","37.8","18"
"Hungary","2018","37.8","18"
"Hungary","2017","38.5","18"
"Hungary","2016","38.4","18"
"Hungary","2015","38.4","18"
"Hungary","2014","38.7","18"
"Hungary","2013","39.4","18"
"Hungary","2012","38.6","18"
"Hungary","2011","37.6","18"
"Hungary","2010","37.7","18"
"Hungary","2009","35.9","18"
"Hungary","2008","36.4","18"
"Hungary","2007","36.7","18"
"Hungary","2006","37.1","18"
"Hungary","2005","42.2","18"
"Hungary","2004","38.4","18"
"Iceland","2017","35.9","18"
"Iceland","2016","36.8","18"
"Iceland","2015","36.5","18"
"Iceland","2014","37.3","18"
"Iceland","2013","35.3","18"
"Iceland","2012","36.3","18"
"Iceland","2011","36.2","18"
"Iceland","2010","36","18"
"Iceland","2009","38.1","18"
"Iceland","2008","40.8","18"
"Iceland","2007","38.9","18"
"Iceland","2006","39.5","18"
"Iceland","2005","38.5","18"
"Iceland","2004","37.7","18"
"Iceland","2003","36.6","18"
"India","2021","42.8","115"
"India","2020","43.1","115"
"India","2019","43.4","115"
"India","2018","43.5","115"
"India","2017","45.2","115"
"India","2016","44","115"
"India","2015","44","115"
"India","2011","44.4","116"
"India","2009","44.2","116"
"India","2004","43.5","116"
"India","1993","41.1","116"
"India","1987","41.8","117"
"India","1983","41","118"
"India","1977","42","118"
"Indonesia","2022","45.8","119"
"Indonesia","2021","45.4","119"
"Indonesia","2020","45","119"
