"Country or Area","Year","Value","Value Footnotes"
"Cabo Verde","2015","9.7","51"
"Cabo Verde","2007","8.7","32"
"Cabo Verde","2001","7.6","51"
"Cameroon","2014","8.5","52"
"Cameroon","2007","9.5","53"
"Cameroon","2001","10","54"
"Cameroon","1996","9.5","55"
"Canada","2019","12.8","56"
"Canada","2018","12.6","56"
"Canada","2017","12.4","56"
"Canada","2016","12.6","56"
"Canada","2015","12.4","56"
"Canada","2014","12.5","56"
"Canada","2013","12.4","56"
"Canada","2012","12.4","56"
"Canada","2011","12.6","57"
"Canada","2010","12.4","57"
"Canada","2009","12.2","57"
"Canada","2008","12.3","57"
"Canada","2007","12.3","57"
"Canada","2006","12.2","57"
"Canada","2005","12.4","57"
"Canada","2004","12.4","57"
"Canada","2003","12.4","57"
"Canada","2002","12.4","57"
"Canada","2001","12.4","57"
"Canada","2000","12.5","57"
"Canada","1999","12.6","57"
"Canada","1998","12.6","57"
"Canada","1997","12.5","57"
"Canada","1996","12.6","57"
"Canada","1995","13","58"
"Canada","1994","13","58"
"Canada","1993","13","58"
"Canada","1992","13","58"
"Canada","1991","12.9","58"
"Canada","1990","13.1","58"
"Canada","1989","13.1","58"
"Canada","1988","13.1","58"
"Canada","1987","13","58"
"Canada","1986","13","58"
"Canada","1985","12.7","58"
"Canada","1984","12.6","58"
"Canada","1982","12.7","58"
"Canada","1981","12.5","58"
"Canada","1979","12.5","58"
"Canada","1977","12.4","58"
"Canada","1975","12.4","58"
"Canada","1973","12.2","58"
"Canada","1971","11.7","58"
"Central African Republic","2021","9.7","30"
"Central African Republic","2008","7","59"
"Central African Republic","1992","4.9","60"
"Chad","2018","11.1","30"
"Chad","2011","9.7","61"
"Chad","2003","10.4","62"
"Chile","2020","9.5","63"
"Chile","2017","9.7","63"
"Chile","2015","9.7","63"
"Chile","2013","9.3","63"
"Chile","2011","9.3","63"
"Chile","2009","9.1","63"
"Chile","2006","8.9","63"
"Chile","2003","7.9","63"
"Chile","2000","7.7","63"
"Chile","1998","6.9","63"
"Chile","1996","7.1","63"
"Chile","1994","6.7","63"
"Chile","1992","7.2","63"
"Chile","1990","6.6","63"
"Chile","1987","6.7","63"
"China","2020","11","64"
"China","2019","10.7","64"
"China","2018","10.7","64"
"China","2017","10.5","64"
"China","2016","10.7","64"
"China","2015","10.6","64"
"China","2014","10.5","64"
"China","2013","10.3","64"
"China","2012","9.7","64"
"China","2011","9.6","65"
"China","2010","9.2","65"
"China","2008","9.4","65"
"China","2005","10","65"
"China","2002","9.6","65"
"China","1999","10.5","65"
"China","1996","11.5","65"
"China","1993","12","65"
"China","1990","12.4","65"
"Colombia","2021","7.9","66"
"Colombia","2020","7.5","66"
"Colombia","2019","7.9","66"
"Colombia","2018","8.1","66"
"Colombia","2017","8.3","66"
"Colombia","2016","8.1","66"
"Colombia","2015","7.9","66"
"Colombia","2014","7.6","66"
"Colombia","2013","7.5","66"
"Colombia","2012","7.5","66"
"Colombia","2011","7.3","66"
"Colombia","2010","7.1","66"
"Colombia","2009","7.1","66"
"Colombia","2008","6.9","66"
"Colombia","2005","7.3","35"
"Colombia","2004","7.1","35"
"Colombia","2003","7.5","35"
"Colombia","2002","6.8","35"
"Colombia","2001","6.9","35"
"Colombia","2000","6.7","67"
"Colombia","1999","6.5","67"
"Colombia","1996","7","67"
"Colombia","1992","8","67"
"Comoros","2014","9.1","68"
"Comoros","2004","7.3","69"
"Congo","2011","8.2","70"
"Congo","2005","8.6","70"
"Costa Rica","2022","8.6","71"
"Costa Rica","2021","8.2","71"
"Costa Rica","2020","8.1","71"
"Costa Rica","2019","8.4","71"
"Costa Rica","2018","8.5","71"
"Costa Rica","2017","8.4","71"
"Costa Rica","2016","8.3","71"
"Costa Rica","2015","8.4","71"
"Costa Rica","2014","8.3","71"
"Costa Rica","2013","8.2","71"
"Costa Rica","2012","8.4","71"
"Costa Rica","2011","8.2","71"
"Costa Rica","2010","8.5","71"
"Costa Rica","2009","8","72"
"Costa Rica","2008","8.5","72"
"Costa Rica","2007","8.4","72"
"Costa Rica","2006","8.3","72"
"Costa Rica","2005","8.7","72"
"Costa Rica","2004","8.5","72"
"Costa Rica","2003","8.2","72"
"Costa Rica","2002","7.8","72"
"Costa Rica","2001","7.8","72"
"Costa Rica","2000","8.9","72"
"Costa Rica","1999","8.8","72"
"Costa Rica","1998","9.2","72"
"Costa Rica","1997","9.2","72"
"Costa Rica","1996","9.1","72"
"Costa Rica","1995","9.3","72"
"Costa Rica","1994","9.1","72"
"Costa Rica","1993","9.2","72"
"Costa Rica","1992","9.4","72"
"Costa Rica","1991","9.1","72"
"Costa Rica","1990","9.5","72"
"Costa Rica","1989","9.4","72"
"Costa Rica","1986","12.2","73"
"Costa Rica","1981","8.3","73"
"Croatia","2020","13.4","18"
"Croatia","2019","13.7","18"
"Croatia","2018","13.5","18"
"Croatia","2017","13.3","18"
"Croatia","2016","13.2","18"
"Croatia","2015","13.1","18"
"Croatia","2014","12.8","18"
"Croatia","2013","12.8","18"
"Croatia","2012","12.7","18"
"Croatia","2011","12.7","18"
"Croatia","2010","12.9","18"
"Croatia","2009","12.7","18"
"Cyprus","2020","12.8","18"
"Cyprus","2019","12.8","18"
"Cyprus","2018","12.5","18"
"Cyprus","2017","12.9","18"
"Cyprus","2016","12.4","18"
"Cyprus","2015","12.1","18"
"Cyprus","2014","11.8","18"
"Cyprus","2013","11.4","18"
"Cyprus","2012","12.1","18"
"Cyprus","2011","12.5","18"
"Cyprus","2010","12.8","18"
"Cyprus","2009","12.5","18"
"Cyprus","2008","12.5","18"
"Cyprus","2007","12.6","18"
"Cyprus","2006","12.8","18"
"Cyprus","2005","12.9","18"
"Cyprus","2004","13","18"
"Czechia","2020","14.4","18"
"Czechia","2019","14.5","18"
"Czechia","2018","14.7","18"
"Czechia","2017","14.7","18"
"Czechia","2016","14.7","18"
"Czechia","2015","14.7","18"
"Czechia","2014","14.6","18"
"Czechia","2013","14.5","18"
"Czechia","2012","14.5","18"
"Czechia","2011","14.6","18"
"Czechia","2010","14.5","18"
"Czechia","2009","14.6","18"
"Czechia","2008","14.6","18"
"Czechia","2007","14.6","18"
"Czechia","2006","14.5","18"
"Czechia","2005","14.5","18"
"Czechia","2004","14.3","18"
"Czechia","2002","14.4","20"
"Czechia","1996","14.6","20"
"Czechia","1993","13.9","74"
"Czechia","1992","15.6","20"
"Dem. Rep. Congo","2012","10","75"
"Dem. Rep. Congo","2004","9.9","75"
"Denmark","2020","14","18"
"Denmark","2019","14","18"
"Denmark","2018","13.8","18"
"Denmark","2017","13.7","18"
"Denmark","2016","13.9","18"
"Denmark","2015","13.9","18"
"Denmark","2014","13.9","18"
"Denmark","2013","13.8","18"
"Denmark","2012","14","18"
"Denmark","2011","14","18"
"Denmark","2010","14.1","18"
"Denmark","2009","14.3","18"
"Denmark","2008","14.5","18"
"Denmark","2007","14.4","18"
"Denmark","2006","14.3","18"
"Denmark","2005","14.6","18"
"Denmark","2004","14.5","18"
"Denmark","2003","14.3","18"
"Denmark","2000","14.7","76"
"Denmark","1995","14.9","76"
"Denmark","1992","14.9","76"
"Denmark","1987","14.4","76"
"Djibouti","2017","10.4","77"
"Djibouti","2013","9.7","77"
"Djibouti","2012","9.8","77"
"Djibouti","2002","10.6","77"
"Dominican Republic","2021","11","78"
"Dominican Republic","2020","10.7","78"
"Dominican Republic","2019","10.1","78"
"Dominican Republic","2018","9.8","78"
"Dominican Republic","2017","10.2","78"
"Dominican Republic","2016","9","79"
"Dominican Republic","2015","9.3","79"
"Dominican Republic","2014","9.3","79"
"Dominican Republic","2013","8.7","79"
"Dominican Republic","2012","9","79"
"Dominican Republic","2011","8.6","79"
"Dominican Republic","2010","8.5","79"
"Dominican Republic","2009","8.4","79"
"Dominican Republic","2008","8.5","79"
"Dominican Republic","2007","8.4","79"
"Dominican Republic","2006","7.7","79"
"Dominican Republic","2005","8.1","79"
"Dominican Republic","2004","7.8","79"
"Dominican Republic","2003","7.7","79"
"Dominican Republic","2002","8.2","79"
"Dominican Republic","2001","8.1","79"
"Dominican Republic","2000","7.7","79"
"Dominican Republic","1997","8.5","79"
"Dominican Republic","1996","8.8","79"
"Dominican Republic","1992","8.1","80"
"Dominican Republic","1989","7.9","81"
"Dominican Republic","1986","8.6","81"
"Ecuador","2022","9.1","82"
"Ecuador","2021","9","82"
"Ecuador","2020","8.9","82"
"Ecuador","2019","9.1","82"
"Ecuador","2018","9.2","82"
"Ecuador","2017","9.4","82"
"Ecuador","2016","9.4","82"
"Ecuador","2015","9.1","82"
"Ecuador","2014","9.3","82"
"Ecuador","2013","8.7","82"
"Ecuador","2012","9","82"
"Ecuador","2011","9","82"
"Ecuador","2010","8.4","82"
"Ecuador","2009","8.5","82"
"Ecuador","2008","8.1","82"
"Ecuador","2007","7.4","82"
"Ecuador","2006","7.7","82"
"Ecuador","2005","7.4","82"
"Ecuador","2004","7.3","82"
"Ecuador","2003","7.3","82"
"Ecuador","2000","7","83"
"Ecuador","1999","6.5","84"
"Ecuador","1994","7.7","84"
"Egypt","2019","12.8","85"
"Egypt","2017","12.8","85"
"Egypt","2015","12.8","85"
"Egypt","2012","13.6","85"
"Egypt","2010","13.1","85"
"Egypt","2008","13","85"
"Egypt","2004","12.7","85"
"Egypt","1999","12.5","86"
"Egypt","1995","13","86"
"Egypt","1990","12.5","86"
"El Salvador","2022","11","72"
"El Salvador","2021","10.9","72"
"El Salvador","2019","10.8","72"
"El Salvador","2018","10.9","72"
"El Salvador","2017","11","72"
"El Salvador","2016","10.6","72"
"El Salvador","2015","10.5","72"
"El Salvador","2014","10.2","72"
"El Salvador","2013","9.8","72"
"El Salvador","2012","10.2","72"
"El Salvador","2011","10","72"
"El Salvador","2010","9.6","72"
"El Salvador","2009","9.2","72"
"El Salvador","2008","8.8","72"
"El Salvador","2007","9.4","72"
"El Salvador","2006","9.3","72"
"El Salvador","2005","8.6","72"
"El Salvador","2004","8.8","72"
"El Salvador","2003","8.1","72"
"El Salvador","2002","7.6","72"
"El Salvador","2001","7.8","72"
"El Salvador","2000","7.8","72"
"El Salvador","1999","7.7","72"
"El Salvador","1998","7","72"
"El Salvador","1996","8.1","72"
"El Salvador","1995","8.4","72"
"El Salvador","1991","7.4","72"
"Estonia","2020","13","18"
"Estonia","2019","12.9","18"
"Estonia","2018","12.8","18"
"Estonia","2017","12.8","18"
"Estonia","2016","12.7","18"
"Estonia","2015","12.5","18"
"Estonia","2014","12.3","18"
"Estonia","2013","12.2","18"
"Estonia","2012","12.9","18"
"Estonia","2011","13","18"
"Estonia","2010","13.3","18"
"Estonia","2009","13.2","18"
"Estonia","2008","13","18"
"Estonia","2007","13","18"
"Estonia","2006","12.6","18"
"Estonia","2005","12.7","18"
"Estonia","2004","12.8","18"
"Estonia","2003","11.9","18"
"Eswatini","2016","6.8","22"
"Eswatini","2009","7.5","22"
"Eswatini","2000","7.5","22"
"Eswatini","1994","5.9","39"
"Ethiopia","2015","12.1","87"
"Ethiopia","2010","12.6","87"
"Ethiopia","2004","13","87"
"Ethiopia","1999","13.2","87"
"Ethiopia","1995","9.9","87"
"Fiji","2019","12.9","22"
"Fiji","2013","11.3","22"
"Fiji","2008","10.8","22"
"Fiji","2002","11","22"
"Finland","2020","14","18"
"Finland","2019","13.9","18"
"Finland","2018","14","18"
"Finland","2017","14","18"
"Finland","2016","14","18"
"Finland","2015","14","18"
"Finland","2014","14.1","18"
"Finland","2013","14","18"
"Finland","2012","14","18"
"Finland","2011","13.9","18"
"Finland","2010","13.8","18"
"Finland","2009","13.9","18"
"Finland","2008","13.8","18"
"Finland","2007","13.7","18"
"Finland","2006","13.7","18"
"Finland","2005","13.8","18"
"Finland","2004","13.8","18"
"Finland","2003","13.9","18"
"Finland","2000","14","16"
"Finland","1995","14.8","16"
"Finland","1991","14.9","16"
"Finland","1987","15.2","16"
"France","2020","13.2","18"
"France","2019","13.1","18"
"France","2018","12.9","18"
"France","2017","13","18"
"France","2016","12.9","18"
"France","2015","12.8","18"
"France","2014","12.7","18"
"France","2013","12.7","18"
"France","2012","12.6","18"
"France","2011","12.5","18"
"France","2010","12.4","18"
"France","2009","12.7","18"
"France","2008","12.6","18"
"France","2007","12.7","18"
"France","2006","13.2","18"
"France","2005","13.2","18"
"France","2004","12.9","18"
"France","2003","12.8","18"
"France","2002","12.7","88"
"France","2001","12.5","88"
"France","2000","12.6","88"
"France","1999","12.5","88"
"France","1998","12.8","88"
"France","1997","12.7","88"
"France","1996","12.7","88"
"France","1990","12.6","89"
"France","1984","12.4","89"
"France","1979","12.2","89"
"France","1975","11.7","89"
"France","1970","11.1","89"
"Gabon","2017","10.8","90"
"Gabon","2005","10.1","90"
"Georgia","2021","12.1","91"
"Georgia","2020","12","91"
"Georgia","2019","11.7","91"
"Georgia","2018","11.5","91"
"Georgia","2017","11.1","91"
"Georgia","2016","11.5","91"
"Georgia","2015","11.3","91"
"Georgia","2014","11.2","91"
"Georgia","2013","10.8","91"
"Georgia","2012","10.8","91"
"Georgia","2011","10.8","91"
"Georgia","2010","10.7","91"
"Georgia","2009","11","91"
"Georgia","2008","10.9","91"
"Georgia","2007","11.1","91"
"Georgia","2006","11.4","91"
"Georgia","2005","11.2","91"
"Georgia","2004","11.5","91"
"Georgia","2003","11.4","91"
"Georgia","2002","11.3","91"
"Georgia","2001","10.9","91"
"Georgia","2000","10.6","91"
"Georgia","1999","10.6","91"
"Georgia","1998","10.5","91"
"Georgia","1997","10.4","91"
"Georgia","1996","11.3","92"
"Germany","2019","13","93"
"Germany","2018","12.9","93"
"Germany","2017","13.1","93"
"Germany","2016","12.9","93"
"Germany","2015","12.9","93"
"Germany","2014","13","93"
"Germany","2013","12.8","93"
"Germany","2012","12.9","93"
"Germany","2011","13","93"
"Germany","2010","13.1","93"
"Germany","2009","13","93"
"Germany","2008","12.9","93"
"Germany","2007","12.9","93"
"Germany","2006","12.9","93"
"Germany","2005","12.8","93"
"Germany","2004","13.1","93"
"Germany","2003","13.3","93"
"Germany","2002","13.2","93"
"Germany","2001","13.2","93"
"Germany","2000","13.5","93"
"Germany","1999","13.4","93"
"Germany","1998","13.5","93"
"Germany","1997","13.5","93"
"Germany","1996","13.6","93"
"Germany","1995","13.6","93"
"Germany","1994","13.3","93"
"Germany","1993","13.4","93"
"Germany","1992","13.3","93"
"Germany","1991","13","93"
"Ghana","2016","9.6","94"
"Ghana","2012","9.8","95"
"Ghana","2005","9.9","96"
"Ghana","1998","10.3","97"
"Ghana","1991","10.9","98"
"Ghana","1988","11.5","99"
"Ghana","1987","11.7","100"
"Greece","2020","12.5","18"
"Greece","2019","12.6","18"
"Greece","2018","12.4","18"
"Greece","2017","12.3","18"
"Greece","2016","12.2","18"
"Greece","2015","11.8","18"
"Greece","2014","11.9","18"
"Greece","2013","11.8","18"
"Greece","2012","11.7","18"
"Greece","2011","12.2","18"
"Greece","2010","12.3","18"
"Greece","2009","12.5","18"
"Greece","2008","12.5","18"
"Greece","2007","12.3","18"
"Greece","2006","11.9","18"
"Greece","2005","12","18"
"Greece","2004","12.3","18"
"Greece","2003","12.4","18"
"Greece","2000","12","19"
"Greece","1995","11.5","19"
"Guatemala","2014","8.6","101"
"Guatemala","2006","7","101"
"Guatemala","2000","7.4","101"
"Guatemala","1989","5.7","102"
"Guatemala","1986","6.2","102"
"Guinea","2018","13.1","103"
"Guinea","2012","12.2","104"
"Guinea","2007","10.7","104"
"Guinea","2002","9.8","105"
"Guinea","1994","8.8","106"
"Guinea","1991","8.3","107"
"Guinea-Bissau","2018","11.6","30"
"Guinea-Bissau","2010","8.3","108"
"Guinea-Bissau","2002","11.8","109"
"Guinea-Bissau","1993","9.5","110"
"Guyana","1998","9.8","111"
"Haiti","2012","10.3","112"
"Honduras","2019","8","113"
"Honduras","2018","8","113"
"Honduras","2017","8","113"
"Honduras","2016","7.7","113"
"Honduras","2015","7.9","113"
"Honduras","2014","7.7","113"
"Honduras","2013","7.8","113"
"Honduras","2012","7","113"
"Honduras","2011","7.3","113"
"Honduras","2010","7.1","113"
"Honduras","2009","7.5","113"
"Honduras","2008","6.7","113"
"Honduras","2007","6.5","113"
"Honduras","2006","6","113"
"Honduras","2005","5.6","113"
"Honduras","2004","5.9","113"
"Honduras","2003","5.9","113"
"Honduras","2002","6.5","113"
"Honduras","2001","6.4","113"
"Honduras","1999","6.8","113"
"Honduras","1998","6.4","113"
"Honduras","1997","7.4","113"
"Honduras","1996","6.8","113"
"Honduras","1995","6.8","113"
"Honduras","1994","7","113"
"Honduras","1993","7.4","113"
"Honduras","1992","7.8","113"
"Honduras","1991","7.7","113"
"Honduras","1990","6.3","114"
"Honduras","1989","5.9","114"
"Hungary","2020","13.4","18"
"Hungary","2019","13.4","18"
"Hungary","2018","13.5","18"
"Hungary","2017","13.2","18"
"Hungary","2016","13.2","18"
"Hungary","2015","13.3","18"
"Hungary","2014","13.2","18"
"Hungary","2013","13","18"
"Hungary","2012","13.3","18"
"Hungary","2011","13.8","18"
"Hungary","2010","13.4","18"
"Hungary","2009","14.1","18"
"Hungary","2008","13.9","18"
"Hungary","2007","13.8","18"
"Hungary","2006","13.8","18"
"Hungary","2005","12.5","18"
"Hungary","2004","13.5","18"
"Iceland","2017","14.2","18"
"Iceland","2016","14.1","18"
"Iceland","2015","14.2","18"
"Iceland","2014","13.8","18"
"Iceland","2013","14.4","18"
"Iceland","2012","14.2","18"
"Iceland","2011","14.1","18"
"Iceland","2010","14.4","18"
"Iceland","2009","13.8","18"
"Iceland","2008","12.9","18"
"Iceland","2007","13.6","18"
"Iceland","2006","13.4","18"
"Iceland","2005","13.6","18"
"Iceland","2004","14","18"
"Iceland","2003","14.3","18"
"India","2021","11.9","115"
"India","2020","11.8","115"
"India","2019","11.8","115"
"India","2018","11.9","115"
"India","2017","11.7","115"
"India","2016","12","115"
"India","2015","12.1","115"
"India","2011","11.7","116"
"India","2009","11.8","116"
"India","2004","12","116"
"India","1993","12.7","116"
"India","1987","12.4","117"
"India","1983","12.5","118"
"India","1977","12.3","118"
"Indonesia","2022","11","119"
"Indonesia","2021","10.9","119"
"Indonesia","2020","10.9","119"
"Indonesia","2019","10.9","119"
"Indonesia","2018","10.7","119"
"Indonesia","2017","10.6","119"
