Country or Area,Year,Value,Value Footnotes
Djibouti,2017,50.88048,
Djibouti,2016,47.15118,
Djibouti,2015,44.26206,
Dominica,2019,60.54797,
Dominica,2018,60.54557,
Dominica,2017,61.66778,
Dominica,2016,61.23575,
Dominica,2015,61.48672,
Dominican Republic,2019,59.98867,
Dominican Republic,2018,59.32073,
Dominican Republic,2017,59.12432,
Dominican Republic,2016,57.699,
Dominican Republic,2015,57.90154,
Early-demographic dividend,2019,58.12858148,
Early-demographic dividend,2018,56.91323197,
Early-demographic dividend,2017,55.94154639,
Early-demographic dividend,2016,55.12675066,
Early-demographic dividend,2015,54.72164754,
East Asia & Pacific,2019,65.95863138,
East Asia & Pacific,2018,65.42594552,
East Asia & Pacific,2017,64.62685276,
East Asia & Pacific,2016,63.88537483,
East Asia & Pacific,2015,63.14719724,
East Asia & Pacific (excluding high income),2019,60.01534952,
East Asia & Pacific (excluding high income),2018,59.33710381,
East Asia & Pacific (excluding high income),2017,58.35180381,
East Asia & Pacific (excluding high income),2016,57.61947286,
East Asia & Pacific (excluding high income),2015,56.91174476,
East Asia & Pacific (IDA & IBRD),2019,60.01534952,
East Asia & Pacific (IDA & IBRD),2018,59.33710381,
East Asia & Pacific (IDA & IBRD),2017,58.35180381,
East Asia & Pacific (IDA & IBRD),2016,57.61947286,
East Asia & Pacific (IDA & IBRD),2015,56.91174476,
Ecuador,2019,57.7227,
Ecuador,2018,57.6141,
Ecuador,2017,57.49538,
Ecuador,2016,57.52173,
Ecuador,2015,57.10316,
Egypt,2019,60.05364,
Egypt,2018,58.51399,
Egypt,2017,55.79763,
Egypt,2016,55.47428,
Egypt,2015,54.70209,
El Salvador,2019,65.25247,
El Salvador,2018,64.92118,
El Salvador,2017,64.70983,
El Salvador,2016,62.65253,
El Salvador,2015,62.40213,
Equatorial Guinea,2019,41.05286,
Equatorial Guinea,2018,40.53653,
Equatorial Guinea,2017,40.26392,
Equatorial Guinea,2016,38.4902,
Equatorial Guinea,2015,40.02737,
Eritrea,2019,21.5998,
Eritrea,2018,21.50372,
Eritrea,2017,21.37138,
Eritrea,2016,20.94464,
Eritrea,2015,20.92479,
Estonia,2019,80.61685,
Estonia,2018,80.79339,
Estonia,2017,80.76691,
Estonia,2016,80.7042,
Estonia,2015,80.53864,
Eswatini,2019,59.49273,
Eswatini,2018,58.71977,
Eswatini,2017,58.62573,
Eswatini,2016,58.37605,
Eswatini,2015,56.9378,
Ethiopia,2019,47.97613,
Ethiopia,2018,47.0561,
Ethiopia,2017,46.14583,
Ethiopia,2016,44.06311,
Ethiopia,2015,43.78485,
Euro area,2019,76.07880632,
Euro area,2018,75.88053526,
Euro area,2017,75.62573105,
Euro area,2016,75.43601368,
Euro area,2015,74.99056895,
Europe & Central Asia,2019,75.36404,
Europe & Central Asia,2018,74.7275398,
Europe & Central Asia,2017,74.29201755,
Europe & Central Asia,2016,73.51501571,
Europe & Central Asia,2015,72.68259898,
Europe & Central Asia (excluding high income),2019,73.56208053,
Europe & Central Asia (excluding high income),2018,72.0994,
Europe & Central Asia (excluding high income),2017,70.83718263,
Europe & Central Asia (excluding high income),2016,69.12979211,
Europe & Central Asia (excluding high income),2015,67.50712947,
Europe & Central Asia (IDA & IBRD),2019,73.68249591,
Europe & Central Asia (IDA & IBRD),2018,72.37678682,
Europe & Central Asia (IDA & IBRD),2017,71.33693818,
Europe & Central Asia (IDA & IBRD),2016,69.82512636,
Europe & Central Asia (IDA & IBRD),2015,68.34731455,
European Union,2019,76.2164163,
European Union,2018,76.02550037,
European Union,2017,75.84996519,
European Union,2016,75.63259741,
European Union,2015,75.24455259,
Fiji,2019,61.47892,
Fiji,2018,61.38188,
Fiji,2017,61.34481,
Fiji,2016,61.26819,
Fiji,2015,62.79354,
Finland,2019,80.17834,
Finland,2018,80.04165,
Finland,2017,79.98436,
Finland,2016,80.09777,
Finland,2015,80.10477,
Fragile and conflict affected situations,2019,45.91149222,
Fragile and conflict affected situations,2018,45.21744167,
Fragile and conflict affected situations,2017,44.30727944,
Fragile and conflict affected situations,2016,43.69433028,
Fragile and conflict affected situations,2015,43.58640861,
France,2019,76.80465,
France,2018,76.77957,
France,2017,76.01011,
France,2016,76.25038,
France,2015,76.14755,
Gabon,2019,45.0251,
Gabon,2018,44.49778,
Gabon,2017,44.68792,
Gabon,2016,43.74227,
Gabon,2015,44.02055,
Georgia,2019,83.73393,
Georgia,2018,83.4992,
Georgia,2017,83.01189,
Georgia,2016,80.79351,
Georgia,2015,78.30005,
Germany,2019,79.71004,
Germany,2018,79.34794,
Germany,2017,79.34962,
Germany,2016,79.5543,
Germany,2015,79.5005,
Ghana,2019,59.96017,
Ghana,2018,60.43442,
Ghana,2017,58.37525,
Ghana,2016,58.03559,
Ghana,2015,56.99383,
Greece,2019,68.42391,
Greece,2018,67.40997,
Greece,2017,67.11485,
Greece,2016,67.08976,
Greece,2015,66.92296,
Grenada,2019,53.44488,
Grenada,2018,53.37453,
Grenada,2017,53.30874,
Grenada,2016,53.41014,
Grenada,2015,53.57188,
Guatemala,2019,62.59562,
Guatemala,2018,62.53299,
Guatemala,2017,61.52534,
Guatemala,2016,61.95631,
Guatemala,2015,61.68036,
Guinea,2019,49.42922,
Guinea,2018,49.26216,
Guinea,2017,46.71106,
Guinea,2016,45.97639,
Guinea,2015,44.33462,
Guinea-Bissau,2019,43.23319,
Guinea-Bissau,2018,43.19038,
Guinea-Bissau,2017,42.91537,
Guinea-Bissau,2016,42.79794,
Guinea-Bissau,2015,40.43484,
Guyana,2019,55.49196,
Guyana,2018,55.59359,
Guyana,2017,56.75682,
Guyana,2016,56.35643,
Guyana,2015,50.96896,
Haiti,2019,40.72493,
Haiti,2018,37.85895,
Haiti,2017,37.74675,
Haiti,2016,37.73652,
Haiti,2015,37.67892,
Heavily indebted poor countries (HIPC),2019,49.56284256,
Heavily indebted poor countries (HIPC),2018,48.68689487,
Heavily indebted poor countries (HIPC),2017,47.46787718,
Heavily indebted poor countries (HIPC),2016,46.44244872,
Heavily indebted poor countries (HIPC),2015,45.53924897,
High income,2019,74.0849225,
High income,2018,73.59012317,
High income,2017,73.42170847,
High income,2016,72.96602831,
High income,2015,72.45519119,
Honduras,2019,56.26791,
Honduras,2018,55.97099,
Honduras,2017,55.88601,
Honduras,2016,55.73586,
Honduras,2015,56.12768,
"Hong Kong SAR, China",2019,85.3154,
"Hong Kong SAR, China",2018,85.08628,
"Hong Kong SAR, China",2017,85.04858,
"Hong Kong SAR, China",2016,84.76059,
"Hong Kong SAR, China",2015,84.32249,
Hungary,2019,73.41584,
Hungary,2018,73.23963,
Hungary,2017,72.6828,
Hungary,2016,71.3825,
Hungary,2015,71.06578,
IBRD only,2019,64.94548388,
IBRD only,2018,64.19390149,
IBRD only,2017,63.1312406,
IBRD only,2016,62.24322985,
IBRD only,2015,61.52470194,
Iceland,2019,78.96154,
Iceland,2018,79.011,
Iceland,2017,78.99464,
Iceland,2016,79.00524,
Iceland,2015,78.97419,
IDA & IBRD total,2019,58.5494727,
IDA & IBRD total,2018,57.62879709,
IDA & IBRD total,2017,56.5703256,
IDA & IBRD total,2016,55.64830844,
IDA & IBRD total,2015,54.97590823,
IDA blend,2019,56.76104667,
IDA blend,2018,55.421634,
IDA blend,2017,54.45369933,
IDA blend,2016,53.408876,
IDA blend,2015,52.94581533,
IDA only,2019,51.74089034,
IDA only,2018,50.7346522,
IDA only,2017,49.65792034,
IDA only,2016,48.72850763,
IDA only,2015,48.0552678,
IDA total,2019,52.75848959,
IDA total,2018,51.68471608,
IDA total,2017,50.6300377,
IDA total,2016,49.67723095,
IDA total,2015,49.046595,
India,2019,71.04511,
India,2018,67.49639,
India,2017,60.9076,
India,2016,55.94046,
India,2015,54.52099,
Indonesia,2019,69.57879,
Indonesia,2018,68.184,
Indonesia,2017,66.86799,
Indonesia,2016,64.66011,
Indonesia,2015,62.11215,
Iran,2019,58.54658,
Iran,2018,58.63915,
Iran,2017,55.69678,
Iran,2016,55.70786,
Iran,2015,55.37743,
Iraq,2019,44.70443,
Iraq,2018,44.65481,
Iraq,2017,44.61783,
Iraq,2016,44.14072,
Iraq,2015,42.86367,
Ireland,2019,79.57614,
Ireland,2018,79.58999,
Ireland,2017,80.10187,
Ireland,2016,80.10484,
Ireland,2015,79.79674,
Israel,2019,76.67572,
Israel,2018,74.98013,
Israel,2017,74.34011,
Israel,2016,74.20098,
Israel,2015,72.99577,
Italy,2019,72.85055,
Italy,2018,73.04291,
Italy,2017,73.19206,
Italy,2016,71.82565,
Italy,2015,71.68638,
Jamaica,2019,69.67997,
Jamaica,2018,68.2738,
Jamaica,2017,67.72419,
Jamaica,2016,67.31221,
Jamaica,2015,66.18983,
Japan,2019,77.99983,
Japan,2018,78.04159,
Japan,2017,78.01404,
Japan,2016,77.9374,
Japan,2015,77.52941,
Jordan,2019,68.97453,
Jordan,2018,61.28281,
Jordan,2017,59.92558,
Jordan,2016,57.0245,
Jordan,2015,56.73912,
Kazakhstan,2019,79.55915,
Kazakhstan,2018,78.04085,
Kazakhstan,2017,76.87746,
Kazakhstan,2016,74.84879,
Kazakhstan,2015,70.91902,
Kenya,2019,73.21648,
Kenya,2018,70.97866,
Kenya,2017,65.40809,
Kenya,2016,62.79134,
Kenya,2015,58.00993,
Kiribati,2019,46.93884,
Kiribati,2018,46.76976,
Kiribati,2017,46.16176,
Kiribati,2016,46.74575,
Kiribati,2015,45.40564,
Korea,2019,84.00083,
Korea,2018,83.96046,
Korea,2017,83.96525,
Korea,2016,83.96555,
Korea,2015,83.08952,
Kosovo,2019,73.18473,
Kosovo,2018,71.04522,
Kosovo,2017,70.51486,
Kosovo,2016,64.90617,
Kosovo,2015,63.02811,
Kuwait,2019,67.40473,
Kuwait,2018,62.56073,
Kuwait,2017,61.78943,
Kuwait,2016,59.96924,
Kuwait,2015,60.65525,
Kyrgyz Republic,2019,67.82089,
Kyrgyz Republic,2018,65.41049,
Kyrgyz Republic,2017,62.35959,
Kyrgyz Republic,2016,61.31719,
Kyrgyz Republic,2015,61.2702,
Lao PDR,2019,50.82456,
Lao PDR,2018,49.77807,
Lao PDR,2017,49.98578,
Lao PDR,2016,49.05728,
Lao PDR,2015,48.20686,
Late-demographic dividend,2019,71.21783313,
Late-demographic dividend,2018,70.42787792,
Late-demographic dividend,2017,69.46699771,
Late-demographic dividend,2016,68.55912229,
Late-demographic dividend,2015,67.54920021,
Latin America & Caribbean,2019,59.51091212,
Latin America & Caribbean,2018,59.23029242,
Latin America & Caribbean,2017,58.94137091,
Latin America & Caribbean,2016,58.58057121,
Latin America & Caribbean,2015,58.39607273,
Latin America & Caribbean (excluding high income),2019,59.69964864,
Latin America & Caribbean (excluding high income),2018,59.26044682,
Latin America & Caribbean (excluding high income),2017,58.96209182,
Latin America & Caribbean (excluding high income),2016,58.64221636,
Latin America & Caribbean (excluding high income),2015,58.46292455,
Latin America & Caribbean (IDA & IBRD),2019,59.200426,
Latin America & Caribbean (IDA & IBRD),2018,58.91726533,
Latin America & Caribbean (IDA & IBRD),2017,58.631735,
Latin America & Caribbean (IDA & IBRD),2016,58.30565333,
Latin America & Caribbean (IDA & IBRD),2015,58.12027267,
Latvia,2019,80.28054,
Latvia,2018,80.31973,
Latvia,2017,79.99279,
Latvia,2016,80.59931,
Latvia,2015,79.13397,
Least developed countries: UN classification,2019,48.97198578,
Least developed countries: UN classification,2018,47.94472244,
Least developed countries: UN classification,2017,46.73837822,
Least developed countries: UN classification,2016,45.80346111,
Least developed countries: UN classification,2015,45.18574956,
Lebanon,2019,54.3316,
Lebanon,2018,54.42282,
Lebanon,2017,54.35106,
Lebanon,2016,54.46561,
Lebanon,2015,54.71496,
Lesotho,2019,59.4294,
Lesotho,2018,58.68291,
Lesotho,2017,58.56005,
Lesotho,2016,58.01146,
Lesotho,2015,55.18767,
Liberia,2019,43.22747,
Liberia,2018,43.54307,
Liberia,2017,43.58222,
Liberia,2016,39.98301,
Liberia,2015,39.95919,
Libya,2019,32.68552,
Libya,2018,32.73696,
Libya,2017,32.50611,
Libya,2016,32.47692,
Libya,2015,32.61441,
Liechtenstein,2019,64.84421,
Liechtenstein,2018,64.85209,
Lithuania,2019,81.61948,
Lithuania,2018,80.95864,
Lithuania,2017,80.63462,
Lithuania,2016,79.21677,
Lithuania,2015,78.99313,
Low & middle income,2019,58.21379631,
Low & middle income,2018,57.21258092,
Low & middle income,2017,56.06838054,
Low & middle income,2016,55.07435346,
Low & middle income,2015,54.37222838,
Low income,2019,46.0032468,
Low income,2018,45.1729624,
Low income,2017,43.8110408,
Low income,2016,43.015506,
Low income,2015,42.6803984,
Lower middle income,2019,57.2260987,
Lower middle income,2018,55.78398074,
Lower middle income,2017,54.4317863,
Lower middle income,2016,53.34289611,
Lower middle income,2015,52.45429648,
Luxembourg,2019,69.6031,
Luxembourg,2018,69.58703,
Luxembourg,2017,69.58844,
Luxembourg,2016,69.1733,
Luxembourg,2015,69.15342,
Madagascar,2019,47.72865,
Madagascar,2018,47.04235,
Madagascar,2017,46.38142,
Madagascar,2016,42.74769,
Madagascar,2015,41.89608,
Malawi,2019,60.9371,
Malawi,2018,60.362,
Malawi,2017,59.52076,
Malawi,2016,53.22437,
Malawi,2015,49.70961,
Malaysia,2019,81.47337,
Malaysia,2018,81.33541,
Malaysia,2017,78.77204,
Malaysia,2016,78.27291,
Malaysia,2015,78.60753,
Maldives,2019,53.27453,
Maldives,2018,53.2984,
Maldives,2017,53.20063,
Maldives,2016,52.38841,
Maldives,2015,52.4375,
Mali,2019,52.94472,
Mali,2018,53.12964,
Mali,2017,52.87624,
Mali,2016,52.61403,
Mali,2015,50.27763,
Malta,2019,66.13941,
Malta,2018,65.4975,
Malta,2017,65.21409,
Malta,2016,64.77862,
Malta,2015,62.28109,
Marshall Islands,2019,50.8911,
Marshall Islands,2018,50.93322,
Marshall Islands,2017,50.94163,
Marshall Islands,2016,50.90663,
Marshall Islands,2015,50.5639,
Mauritania,2019,51.06288,
Mauritania,2018,49.37674,
Mauritania,2017,48.44839,
Mauritania,2016,46.88194,
Mauritania,2015,43.75791,
Mauritius,2019,81.46811,
Mauritius,2018,80.33655,
Mauritius,2017,78.89594,
Mauritius,2016,76.48622,
Mauritius,2015,76.02546,
Mexico,2019,72.35556,
Mexico,2018,72.3064,
Mexico,2017,72.53669,
Mexico,2016,72.37307,
Mexico,2015,71.64492,
Micronesia,2019,48.10341,
Micronesia,2018,48.09786,
Micronesia,2017,48.10096,
Micronesia,2016,48.08887,
Micronesia,2015,48.09489,
Middle East & North Africa,2019,60.98381857,
Middle East & North Africa,2018,59.14298381,
Middle East & North Africa,2017,57.75823238,
Middle East & North Africa,2016,56.82911,
Middle East & North Africa,2015,56.37684238,
Middle East & North Africa (excluding high income),2019,54.16452692,
Middle East & North Africa (excluding high income),2018,52.91069923,
Middle East & North Africa (excluding high income),2017,51.26930692,
Middle East & North Africa (excluding high income),2016,50.41498462,
Middle East & North Africa (excluding high income),2015,50.23506538,
Middle East & North Africa (IDA & IBRD),2019,53.68001,
Middle East & North Africa (IDA & IBRD),2018,52.34775083,
Middle East & North Africa (IDA & IBRD),2017,50.60205083,
Middle East & North Africa (IDA & IBRD),2016,49.99259,
Middle East & North Africa (IDA & IBRD),2015,49.90680917,
Middle income,2019,61.12107,
Middle income,2018,60.07915676,
Middle income,2017,58.98679476,
Middle income,2016,57.94550762,
Middle income,2015,57.15599743,
Moldova,2019,74.39091,
Moldova,2018,73.12546,
Moldova,2017,72.72602,
Moldova,2016,72.5204,
Moldova,2015,71.39344,
Mongolia,2019,67.77262,
Mongolia,2018,67.67673,
Mongolia,2017,67.40642,
Mongolia,2016,66.1351,
Mongolia,2015,65.29449,
Montenegro,2019,73.81891,
Montenegro,2018,73.70804,
Montenegro,2017,73.84108,
Montenegro,2016,71.22233,
Montenegro,2015,70.60633,
Morocco,2019,73.38133,
Morocco,2018,71.67294,
Morocco,2017,69.21146,
Morocco,2016,69.23623,
Morocco,2015,67.39799,
Mozambique,2019,54.9955,
Mozambique,2018,54.56326,
Mozambique,2017,52.78803,
Mozambique,2016,52.06337,
Mozambique,2015,52.81247,
Myanmar,2019,46.82775,
Myanmar,2018,43.4838,
Myanmar,2017,42.97482,
Myanmar,2016,42.67139,
Myanmar,2015,42.12121,
Namibia,2019,61.35078,
Namibia,2018,61.35142,
Namibia,2017,61.10494,
Namibia,2016,60.08295,
Namibia,2015,60.04482,
Nepal,2019,63.1866,
Nepal,2018,59.65408,
Nepal,2017,59.98159,
Nepal,2016,58.02771,
Nepal,2015,59.70833,
Netherlands,2019,76.10376,
Netherlands,2018,76.09693,
Netherlands,2017,76.08463,
Netherlands,2016,75.57281,
Netherlands,2015,75.5221,
New Zealand,2019,86.76465,
New Zealand,2018,87.00452,
New Zealand,2017,87.02213,
New Zealand,2016,87.16633,
New Zealand,2015,87.13471,
Nicaragua,2019,54.38673,
Nicaragua,2018,54.53967,
Nicaragua,2017,54.17112,
Nicaragua,2016,54.24718,
Nicaragua,2015,54.11838,
Niger,2019,56.75932,
Niger,2018,52.3119,
Niger,2017,51.17303,
Niger,2016,49.32578,
Niger,2015,46.32429,
Nigeria,2019,56.87589,
Nigeria,2018,53.40471,
Nigeria,2017,52.02699,
Nigeria,2016,48.47451,
Nigeria,2015,48.37466,
North America,2019,81.818555,
North America,2018,81.626875,
North America,2017,81.445335,
North America,2016,81.565425,
North America,2015,81.67422,
North Macedonia,2019,80.74807,
North Macedonia,2018,80.65175,
North Macedonia,2017,80.33318,
North Macedonia,2016,80.5866,
North Macedonia,2015,77.91775,
Norway,2019,82.62729,
Norway,2018,82.91579,
Norway,2017,82.65956,
Norway,2016,82.35614,
Norway,2015,81.83183,
OECD members,2019,77.69736026,
OECD members,2018,77.50351421,
OECD members,2017,77.24515526,
OECD members,2016,77.00829316,
OECD members,2015,76.69432947,
Oman,2019,69.98474,
Oman,2018,68.84249,
Oman,2017,68.57321,
Oman,2016,68.05891,
Oman,2015,66.34092,
Other small states,2019,61.07986692,
Other small states,2018,60.33004462,
Other small states,2017,59.58378154,
Other small states,2016,58.67713192,
Other small states,2015,57.84704115,
Pacific island small states,2019,55.65444889,
Pacific island small states,2018,55.61027,
Pacific island small states,2017,55.51564111,
Pacific island small states,2016,55.26710778,
Pacific island small states,2015,55.06466222,
Pakistan,2019,60.95491,
Pakistan,2018,55.45628,
Pakistan,2017,53.01708,
Pakistan,2016,52.474,
Pakistan,2015,50.36994,
Palau,2019,53.69982,
Palau,2018,53.66252,
Palau,2017,53.659,
Palau,2016,53.19614,
Palau,2015,53.12112,
Panama,2019,66.56045,
Panama,2018,66.86797,
Panama,2017,66.46234,
Panama,2016,64.72195,
Panama,2015,64.72621,
Papua New Guinea,2019,59.77357,
Papua New Guinea,2018,59.37055,
Papua New Guinea,2017,59.39568,
Papua New Guinea,2016,59.33379,
Papua New Guinea,2015,55.96186,
Paraguay,2019,59.05401,
Paraguay,2018,58.45116,
Paraguay,2017,58.036,
Paraguay,2016,57.97708,
Paraguay,2015,58.05094,
Peru,2019,68.69658,
Peru,2018,68.27159,
Peru,2017,67.76048,
Peru,2016,67.5175,
Peru,2015,67.22451,
Philippines,2019,62.82943,
Philippines,2018,60.87374,
Philippines,2017,59.33172,
Philippines,2016,59.25872,
Philippines,2015,58.23012,
Poland,2019,76.38122,
Poland,2018,76.93317,
Poland,2017,77.85723,
Poland,2016,77.68044,
Poland,2015,76.93009,
Portugal,2019,76.46616,
Portugal,2018,76.44344,
Portugal,2017,76.50889,
Portugal,2016,76.66433,
Portugal,2015,76.36078,
Post-demographic dividend,2019,76.52164556,
Post-demographic dividend,2018,76.32291694,
Post-demographic dividend,2017,76.08021306,
Post-demographic dividend,2016,75.74951,
Post-demographic dividend,2015,75.33174389,
Pre-demographic dividend,2019,48.00430081,
Pre-demographic dividend,2018,47.01469081,
Pre-demographic dividend,2017,45.57837405,
Pre-demographic dividend,2016,44.43299595,
Pre-demographic dividend,2015,43.64309676,
Puerto Rico,2019,70.06962,
Puerto Rico,2018,70.01875,
Puerto Rico,2017,69.82224,
Puerto Rico,2016,69.28139,
Puerto Rico,2015,68.67446,
Qatar,2019,68.66573,
